sentence	tokens	tags	tag_ids	true_idioms	language	predicted_idioms	ratios	hallucinated	predicted_tags
Heiliger Strohsack das ist für manchen starker Tobak / Ich komm mit Bildern wie Kodak und bin der Mann für jede Tonart	['Heiliger ', 'Strohsack ', 'das ', 'ist ', 'für ', 'manchen ', 'starker ', 'Tobak ', '/ ', 'Ich ', 'komm ', 'mit ', 'Bildern ', 'wie ', 'Kodak ', 'und ', 'bin ', 'der ', 'Mann ', 'für ', 'jede ', 'Tonart']	['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['starker Tobak']	german	['starker tobak']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Macrons Behauptung, die Nato sei hirntot, ist starker Tobak. Komatös hätte es wohl auch getan. Aber im Kern hat er recht.	['Macrons ', 'Behauptung', ', ', 'die ', 'Nato ', 'sei ', 'hirntot', ', ', 'ist ', 'starker ', 'Tobak', '. ', 'Komatös ', 'hätte ', 'es ', 'wohl ', 'auch ', 'getan', '. ', 'Aber ', 'im ', 'Kern ', 'hat ', 'er ', 'recht', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['starker Tobak']	german	['starker tobak']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Sie sind gut. Das Fräulein kann jeden Tag ins Gras beißen, und das nennen Sie Liederlichkeit! Da müssen Sie sich schon näher erklären.	['Sie ', 'sind ', 'gut', '. ', 'Das ', 'Fräulein ', 'kann ', 'jeden ', 'Tag ', 'ins ', 'Gras ', 'beißen', ', ', 'und ', 'das ', 'nennen ', 'Sie ', 'Liederlichkeit', '! ', 'Da ', 'müssen ', 'Sie ', 'sich ', 'schon ', 'näher ', 'erklären', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['ins Gras beißen']	german	['ins gras beißen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
DVDs sind von gestern. Du brauchst Blu-Ray.	['DVDs ', 'sind ', 'von ', 'gestern', '. ', 'Du ', 'brauchst ', 'Blu-Ray', '.']	['O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']	[0, 0, 1, 2, 0, 0, 0, 0, 0]	['von gestern']	german	['von gestern']	[1.0]	False	['O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']
Ich bin doch nicht von gestern!	['Ich ', 'bin ', 'doch ', 'nicht ', 'von ', 'gestern', '!']	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 1, 2, 0]	['von gestern']	german	['nicht von gestern']	[1.0]	False	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
eine an den Haaren herbeigezogene Behauptung ― a far-fetched claim	['eine ', 'an ', 'den ', 'Haaren ', 'herbeigezogene ', 'Behauptung ', '― ', 'a ', 'far-fetched ', 'claim']	['O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']	[0, 1, 2, 2, 2, 0, 0, 0, 0, 0]	['an den Haaren herbeigezogene']	german	['eine an den haaren herbeigezogene behauptung']	[1.0]	False	['B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']
eine an den Haaren herbeigezogene Theorie ― a highly unlikely theory	['eine ', 'an ', 'den ', 'Haaren ', 'herbeigezogene ', 'Theorie ', '― ', 'a ', 'highly ', 'unlikely ', 'theory']	['O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0]	['an den Haaren herbeigezogene']	german	['eine an den haaren herbeigezogene theorie']	[1.0]	False	['B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']
Ich werde schon über die Runden kommen.	['Ich ', 'werde ', 'schon ', 'über ', 'die ', 'Runden ', 'kommen', '.']	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 1, 2, 2, 2, 0]	['über die Runden kommen']	german	['über die runden kommen']	[1.0]	False	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Er hat seine Meinung von heute auf morgen geändert.	['Er ', 'hat ', 'seine ', 'Meinung ', 'von ', 'heute ', 'auf ', 'morgen ', 'geändert', '.']	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 0, 1, 2, 2, 2, 0, 0]	['von heute auf morgen']	german	['von heute auf morgen']	[1.0]	False	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']
„Freund, ein Junge muß sich die Hörner abstoßen.“ „Ganz recht, Herzog; wir haben auch unsere Flegeljahre gehabt. Aber bei meinem Friedemann dauern diese Jahre zu lange. Er ist Soldat gewesen, zählt jetzt vierundzwanzig—nun, bei meiner armen Seele, da kann er sich die Hörner wohl abgestoßen haben.“	['„', 'Freund', ', ', 'ein ', 'Junge ', 'muß ', 'sich ', 'die ', 'Hörner ', 'abstoßen', '.', '“ ', '„', 'Ganz ', 'recht', ', ', 'Herzog', '; ', 'wir ', 'haben ', 'auch ', 'unsere ', 'Flegeljahre ', 'gehabt', '. ', 'Aber ', 'bei ', 'meinem ', 'Friedemann ', 'dauern ', 'diese ', 'Jahre ', 'zu ', 'lange', '. ', 'Er ', 'ist ', 'Soldat ', 'gewesen', ', ', 'zählt ', 'jetzt ', 'vierundzwanzig—nun', ', ', 'bei ', 'meiner ', 'armen ', 'Seele', ', ', 'da ', 'kann ', 'er ', 'sich ', 'die ', 'Hörner ', 'wohl ', 'abgestoßen ', 'haben', '.', '“']	['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['sich die Hörner abstoßen']	german	['sich die hörner abstoßen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Die EU-Kommission will die Mitgliedsländer an die Kandare nehmen: Unsolides Wirtschaften wird bestraft.	['Die ', 'EU-Kommission ', 'will ', 'die ', 'Mitgliedsländer ', 'an ', 'die ', 'Kandare ', 'nehmen', ': ', 'Unsolides ', 'Wirtschaften ', 'wird ', 'bestraft', '.']	['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0]	['an die Kandare nehmen']	german	['an die kandare nehmen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']
Das ganze Projekt steht auf der Kippe.	['Das ', 'ganze ', 'Projekt ', 'steht ', 'auf ', 'der ', 'Kippe', '.']	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 1, 2, 2, 0]	['auf der Kippe']	german	['steht auf der kippe']	[1.0]	False	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Schließlich ließ er sich vollgeschwitzt außer Puste auf seine vier Buchstaben plotzen.	['Schließlich ', 'ließ ', 'er ', 'sich ', 'vollgeschwitzt ', 'außer ', 'Puste ', 'auf ', 'seine ', 'vier ', 'Buchstaben ', 'plotzen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]	['vier Buchstaben']	german	['sich auf seine vier buchstaben plotzen lassen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Jetzt haben sie ihren Sohn dreißig Jahre lang verwöhnt und kaum hat er eine Freundin, zieht er mir nichts, dir nichts aus.	['Jetzt ', 'haben ', 'sie ', 'ihren ', 'Sohn ', 'dreißig ', 'Jahre ', 'lang ', 'verwöhnt ', 'und ', 'kaum ', 'hat ', 'er ', 'eine ', 'Freundin', ', ', 'zieht ', 'er ', 'mir ', 'nichts', ', ', 'dir ', 'nichts ', 'aus', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0, 0]	['mir nichts, dir nichts']	german	['mir nichts, dir nichts']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']
Er warf sich – mir nichts, dir nichts – ins Kampfgetümmel.	['Er ', 'warf ', 'sich ', '– ', 'mir ', 'nichts', ', ', 'dir ', 'nichts ', '– ', 'ins ', 'Kampfgetümmel', '.']	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 1, 2, 2, 2, 2, 0, 0, 0, 0]	['mir nichts, dir nichts']	german	['mir nichts, dir nichts']	[1.0]	False	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']
Meine Befehle sind in den Wind gesprochen. Es ist unmöglich, unter diesen Umständen zu führen. Es ist aus. Der Krieg ist verloren.	['Meine ', 'Befehle ', 'sind ', 'in ', 'den ', 'Wind ', 'gesprochen', '. ', 'Es ', 'ist ', 'unmöglich', ', ', 'unter ', 'diesen ', 'Umständen ', 'zu ', 'führen', '. ', 'Es ', 'ist ', 'aus', '. ', 'Der ', 'Krieg ', 'ist ', 'verloren', '.']	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['in den Wind gesprochen']	german	['in den wind gesprochen']	[1.0]	False	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Jetzt mal Butter bei die Fische: Hast du's gemacht oder nicht?	"['Jetzt ', 'mal ', 'Butter ', 'bei ', 'die ', 'Fische', ': ', 'Hast ', 'du', ""'s "", 'gemacht ', 'oder ', 'nicht', '?']"	['O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]	['Butter bei die Fische']	german	['butter bei die fische']	[1.0]	False	['O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Kommt, Jungs! Gebt mal bisschen Butter bei die Fische und wir gewinnen das Spiel!	['Kommt', ', ', 'Jungs', '! ', 'Gebt ', 'mal ', 'bisschen ', 'Butter ', 'bei ', 'die ', 'Fische ', 'und ', 'wir ', 'gewinnen ', 'das ', 'Spiel', '!']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0]	['Butter bei die Fische']	german	['butter bei die fische']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']
Wo seid ihr überall gewesen? – Nürnberg, Würzburg, Bamberg, so die Ecke.	['Wo ', 'seid ', 'ihr ', 'überall ', 'gewesen', '? ', '– ', 'Nürnberg', ', ', 'Würzburg', ', ', 'Bamberg', ', ', 'so ', 'die ', 'Ecke', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	['die Ecke']	german	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Ich bin um Mitternacht die Ecke wieder da.	['Ich ', 'bin ', 'um ', 'Mitternacht ', 'die ', 'Ecke ', 'wieder ', 'da', '.']	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O']	[0, 0, 0, 0, 1, 2, 0, 0, 0]	['die Ecke']	german	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Der Baum ist bestimmt zwanzig Meter hoch. – Ja, die Ecke.	['Der ', 'Baum ', 'ist ', 'bestimmt ', 'zwanzig ', 'Meter ', 'hoch', '. ', '– ', 'Ja', ', ', 'die ', 'Ecke', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	['die Ecke']	german	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Ich hab mir dein Geschrei jetzt zur Genüge angehört.	['Ich ', 'hab ', 'mir ', 'dein ', 'Geschrei ', 'jetzt ', 'zur ', 'Genüge ', 'angehört', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 0, 0, 0, 1, 2, 0, 0]	['zur Genüge']	german	['zur genüge']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O']
Wir haben sie am Tag vorher angerufen und da hat sie über Nacht ein Gedicht für Omas Geburtstag aus dem Ärmel geschüttelt.	['Wir ', 'haben ', 'sie ', 'am ', 'Tag ', 'vorher ', 'angerufen ', 'und ', 'da ', 'hat ', 'sie ', 'über ', 'Nacht ', 'ein ', 'Gedicht ', 'für ', 'Omas ', 'Geburtstag ', 'aus ', 'dem ', 'Ärmel ', 'geschüttelt', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]	['aus dem Ärmel geschüttelt']	german	['aus dem ärmel geschüttelt']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Sie trug wesentlich dazu bei, dass der zuvor beliebte König in Ungnade fiel.	['Sie ', 'trug ', 'wesentlich ', 'dazu ', 'bei', ', ', 'dass ', 'der ', 'zuvor ', 'beliebte ', 'König ', 'in ', 'Ungnade ', 'fiel', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	['in Ungnade fiel']	german	['in ungnade fiel']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
