sentence,PIE,is_figurative,variant_number,variant_sentence,tokens,tags,tag_ids,true_idioms
Do some animals really bury their head in the sand?,['bury their head in the sand'],False,1,"After the board meeting where executives blatantly ignored catastrophic financial projections and refused to discuss the impending crisis, the junior analyst found the level of denial astounding, prompting him to later ask his colleague, do some animals really bury their head in the sand?","['After', 'the', 'board', 'meeting', 'where', 'executives', 'blatantly', 'ignored', 'catastrophic', 'financial', 'projections', 'and', 'refused', 'to', 'discuss', 'the', 'impending', 'crisis', ',', 'the', 'junior', 'analyst', 'found', 'the', 'level', 'of', 'denial', 'astounding', ',', 'prompting', 'him', 'to', 'later', 'ask', 'his', 'colleague', ',', 'do', 'some', 'animals', 'really', 'bury', 'their', 'head', 'in', 'the', 'sand', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
Do some animals really bury their head in the sand?,['bury their head in the sand'],False,2,"The documentary detailed how political leaders consistently dismissed scientific evidence on climate change for decades, framing this willful ignorance as a defining human trait, which made the narrator's next question feel almost rhetorical, do some animals really bury their head in the sand?","['The', 'documentary', 'detailed', 'how', 'political', 'leaders', 'consistently', 'dismissed', 'scientific', 'evidence', 'on', 'climate', 'change', 'for', 'decades', ',', 'framing', 'this', 'willful', 'ignorance', 'as', 'a', 'defining', 'human', 'trait', ',', 'which', 'made', 'the', 'narrator', ""'"", 's', 'next', 'question', 'feel', 'almost', 'rhetorical', ',', 'do', 'some', 'animals', 'really', 'bury', 'their', 'head', 'in', 'the', 'sand', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
Do some animals really bury their head in the sand?,['bury their head in the sand'],False,3,"Watching our friend ignore all the obvious red flags in his failing relationship was painful, and after he defended his partner's blatant lies once again, I began to wonder about the very nature of self-deception, eventually asking my wife, do some animals really bury their head in the sand?","['Watching', 'our', 'friend', 'ignore', 'all', 'the', 'obvious', 'red', 'flags', 'in', 'his', 'failing', 'relationship', 'was', 'painful', ',', 'and', 'after', 'he', 'defended', 'his', 'partner', ""'"", 's', 'blatant', 'lies', 'once', 'again', ',', 'I', 'began', 'to', 'wonder', 'about', 'the', 'very', 'nature', 'of', 'self', '-', 'deception', ',', 'eventually', 'asking', 'my', 'wife', ',', 'do', 'some', 'animals', 'really', 'bury', 'their', 'head', 'in', 'the', 'sand', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
Do some animals really bury their head in the sand?,['bury their head in the sand'],False,4,"The psychology lecture covered various defense mechanisms, focusing on how denial functions by rejecting empirical reality, and the professor used the common ostrich myth as a prime example of this concept in popular culture, which then led one student to inquire, do some animals really bury their head in the sand?","['The', 'psychology', 'lecture', 'covered', 'various', 'defense', 'mechanisms', ',', 'focusing', 'on', 'how', 'denial', 'functions', 'by', 'rejecting', 'empirical', 'reality', ',', 'and', 'the', 'professor', 'used', 'the', 'common', 'ostrich', 'myth', 'as', 'a', 'prime', 'example', 'of', 'this', 'concept', 'in', 'popular', 'culture', ',', 'which', 'then', 'led', 'one', 'student', 'to', 'inquire', ',', 'do', 'some', 'animals', 'really', 'bury', 'their', 'head', 'in', 'the', 'sand', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
Do some animals really bury their head in the sand?,['bury their head in the sand'],False,5,"While discussing how many popular expressions originated from ancient, often inaccurate, observations of the natural world, our conversation turned to phrases used to describe human folly, which made me genuinely curious about the basis for one particular idiom, so I asked, do some animals really bury their head in the sand?","['While', 'discussing', 'how', 'many', 'popular', 'expressions', 'originated', 'from', 'ancient', ',', 'often', 'inaccurate', ',', 'observations', 'of', 'the', 'natural', 'world', ',', 'our', 'conversation', 'turned', 'to', 'phrases', 'used', 'to', 'describe', 'human', 'folly', ',', 'which', 'made', 'me', 'genuinely', 'curious', 'about', 'the', 'basis', 'for', 'one', 'particular', 'idiom', ',', 'so', 'I', 'asked', ',', 'do', 'some', 'animals', 'really', 'bury', 'their', 'head', 'in', 'the', 'sand', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
A rock has broken the ice covering a lake.,['broken the ice'],False,1,"During their painfully awkward first date, neither of the painfully shy geologists knew what to say as they walked along the shore, and just when the silence became truly unbearable, a rock has broken the ice covering a lake.","['During', 'their', 'painfully', 'awkward', 'first', 'date', ',', 'neither', 'of', 'the', 'painfully', 'shy', 'geologists', 'knew', 'what', 'to', 'say', 'as', 'they', 'walked', 'along', 'the', 'shore', ',', 'and', 'just', 'when', 'the', 'silence', 'became', 'truly', 'unbearable', ',', 'a', 'rock', 'has', 'broken', 'the', 'ice', 'covering', 'a', 'lake', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
A rock has broken the ice covering a lake.,['broken the ice'],False,2,"The rival negotiators stared at each other across the frozen landscape, the silence between them growing deeper and more hostile, and then, as if on cue from some cosmic peacemaker, a rock has broken the ice covering a lake.","['The', 'rival', 'negotiators', 'stared', 'at', 'each', 'other', 'across', 'the', 'frozen', 'landscape', ',', 'the', 'silence', 'between', 'them', 'growing', 'deeper', 'and', 'more', 'hostile', ',', 'and', 'then', ',', 'as', 'if', 'on', 'cue', 'from', 'some', 'cosmic', 'peacemaker', ',', 'a', 'rock', 'has', 'broken', 'the', 'ice', 'covering', 'a', 'lake', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
A rock has broken the ice covering a lake.,['broken the ice'],False,3,"After the reading of the will, the estranged siblings gathered by the family's winter cabin, all waiting for someone to finally make the first move, when a loud crack echoed from the shore as a rock has broken the ice covering a lake.","['After', 'the', 'reading', 'of', 'the', 'will', ',', 'the', 'estranged', 'siblings', 'gathered', 'by', 'the', 'family', ""'"", 's', 'winter', 'cabin', ',', 'all', 'waiting', 'for', 'someone', 'to', 'finally', 'make', 'the', 'first', 'move', ',', 'when', 'a', 'loud', 'crack', 'echoed', 'from', 'the', 'shore', 'as', 'a', 'rock', 'has', 'broken', 'the', 'ice', 'covering', 'a', 'lake', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
A rock has broken the ice covering a lake.,['broken the ice'],False,4,"Inside the lakeside cabin, the treaty talks had stalled completely, with both parties refusing to yield, and just as the mediator declared the atmosphere hopelessly frozen, a rock has broken the ice covering a lake.","['Inside', 'the', 'lakeside', 'cabin', ',', 'the', 'treaty', 'talks', 'had', 'stalled', 'completely', ',', 'with', 'both', 'parties', 'refusing', 'to', 'yield', ',', 'and', 'just', 'as', 'the', 'mediator', 'declared', 'the', 'atmosphere', 'hopelessly', 'frozen', ',', 'a', 'rock', 'has', 'broken', 'the', 'ice', 'covering', 'a', 'lake', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
A rock has broken the ice covering a lake.,['broken the ice'],False,5,"Struggling for an opening line to his poem about ending a long silence, the writer gazed out at the winter scene for inspiration, and then the perfect image appeared as a rock has broken the ice covering a lake.","['Struggling', 'for', 'an', 'opening', 'line', 'to', 'his', 'poem', 'about', 'ending', 'a', 'long', 'silence', ',', 'the', 'writer', 'gazed', 'out', 'at', 'the', 'winter', 'scene', 'for', 'inspiration', ',', 'and', 'then', 'the', 'perfect', 'image', 'appeared', 'as', 'a', 'rock', 'has', 'broken', 'the', 'ice', 'covering', 'a', 'lake', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
The ship broke the ice all the way.,['broke the ice'],False,1,"During the tense initial negotiations held aboard a vessel in the Arctic Circle, the lead diplomat's charming opening remarks finally got the rival delegations talking, so in every sense, the ship broke the ice all the way.","['During', 'the', 'tense', 'initial', 'negotiations', 'held', 'aboard', 'a', 'vessel', 'in', 'the', 'Arctic', 'Circle', ',', 'the', 'lead', 'diplomat', ""'"", 's', 'charming', 'opening', 'remarks', 'finally', 'got', 'the', 'rival', 'delegations', 'talking', ',', 'so', 'in', 'every', 'sense', ',', 'the', 'ship', 'broke', 'the', 'ice', 'all', 'the', 'way', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
