sentence,PIE,is_figurative,variant_number,variant_sentence,tokens,tags,tag_ids,true_idioms
"Sie sind gut. Das Fräulein kann jeden Tag ins Gras beißen, und das nennen Sie Liederlichkeit! Da müssen Sie sich schon näher erklären.",['ins Gras beißen'],True,1,"Der Nachbar hatte sich über das Kaninchen beschwert, das ständig seinen preisgekrönten Rasen ruinierte, und dessen Haltung als zuchtlos bezeichnet, doch diese Anschuldigung war einfach absurd, Sie sind gut. Das Fräulein kann jeden Tag ins Gras beißen, und das nennen Sie Liederlichkeit! Da müssen Sie sich schon näher erklären.","['Der', 'Nachbar', 'hatte', 'sich', 'über', 'das', 'Kaninchen', 'beschwert', ',', 'das', 'ständig', 'seinen', 'preisgekrönten', 'Rasen', 'ruinierte', ',', 'und', 'dessen', 'Haltung', 'als', 'zuchtlos', 'bezeichnet', ',', 'doch', 'diese', 'Anschuldigung', 'war', 'einfach', 'absurd', ',', 'Sie', 'sind', 'gut', '.', 'Das', 'Fräulein', 'kann', 'jeden', 'Tag', 'ins', 'Gras', 'beißen', ',', 'und', 'das', 'nennen', 'Sie', 'Liederlichkeit', '!', 'Da', 'müssen', 'Sie', 'sich', 'schon', 'näher', 'erklären', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['ins Gras beißen']
"Sie sind gut. Das Fräulein kann jeden Tag ins Gras beißen, und das nennen Sie Liederlichkeit! Da müssen Sie sich schon näher erklären.",['ins Gras beißen'],True,2,"Der Kunstkritiker tat die neue Performance, bei der eine junge Künstlerin täglich auf einer Wiese lag und Grashalme kaute, als reinen Schockeffekt ab, was der Galerist nicht unkommentiert lassen konnte, Sie sind gut. Das Fräulein kann jeden Tag ins Gras beißen, und das nennen Sie Liederlichkeit! Da müssen Sie sich schon näher erklären.","['Der', 'Kunstkritiker', 'tat', 'die', 'neue', 'Performance', ',', 'bei', 'der', 'eine', 'junge', 'Künstlerin', 'täglich', 'auf', 'einer', 'Wiese', 'lag', 'und', 'Grashalme', 'kaute', ',', 'als', 'reinen', 'Schockeffekt', 'ab', ',', 'was', 'der', 'Galerist', 'nicht', 'unkommentiert', 'lassen', 'konnte', ',', 'Sie', 'sind', 'gut', '.', 'Das', 'Fräulein', 'kann', 'jeden', 'Tag', 'ins', 'Gras', 'beißen', ',', 'und', 'das', 'nennen', 'Sie', 'Liederlichkeit', '!', 'Da', 'müssen', 'Sie', 'sich', 'schon', 'näher', 'erklären', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['ins Gras beißen']
"Sie sind gut. Das Fräulein kann jeden Tag ins Gras beißen, und das nennen Sie Liederlichkeit! Da müssen Sie sich schon näher erklären.",['ins Gras beißen'],True,3,"Der Vormund äußerte seine tiefe Besorgnis über den neuen, seltsamen Gesundheitsfimmel seines Mündels und ihr unkontrolliertes Verhalten, woraufhin der Arzt nur spottete, Sie sind gut. Das Fräulein kann jeden Tag ins Gras beißen, und das nennen Sie Liederlichkeit! Da müssen Sie sich schon näher erklären.","['Der', 'Vormund', 'äußerte', 'seine', 'tiefe', 'Besorgnis', 'über', 'den', 'neuen', ',', 'seltsamen', 'Gesundheitsfimmel', 'seines', 'Mündels', 'und', 'ihr', 'unkontrolliertes', 'Verhalten', ',', 'woraufhin', 'der', 'Arzt', 'nur', 'spottete', ',', 'Sie', 'sind', 'gut', '.', 'Das', 'Fräulein', 'kann', 'jeden', 'Tag', 'ins', 'Gras', 'beißen', ',', 'und', 'das', 'nennen', 'Sie', 'Liederlichkeit', '!', 'Da', 'müssen', 'Sie', 'sich', 'schon', 'näher', 'erklären', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['ins Gras beißen']
"Sie sind gut. Das Fräulein kann jeden Tag ins Gras beißen, und das nennen Sie Liederlichkeit! Da müssen Sie sich schon näher erklären.",['ins Gras beißen'],True,4,"Der Produzent war entsetzt von der Method-Acting-Technik der Hauptdarstellerin, die sich für ihre Rolle als hungernde Bäuerin stundenlang auf einer Wiese wälzte, aber der Regisseur sah darin nur pure Engstirnigkeit, Sie sind gut. Das Fräulein kann jeden Tag ins Gras beißen, und das nennen Sie Liederlichkeit! Da müssen Sie sich schon näher erklären.","['Der', 'Produzent', 'war', 'entsetzt', 'von', 'der', 'Method', '-', 'Acting', '-', 'Technik', 'der', 'Hauptdarstellerin', ',', 'die', 'sich', 'für', 'ihre', 'Rolle', 'als', 'hungernde', 'Bäuerin', 'stundenlang', 'auf', 'einer', 'Wiese', 'wälzte', ',', 'aber', 'der', 'Regisseur', 'sah', 'darin', 'nur', 'pure', 'Engstirnigkeit', ',', 'Sie', 'sind', 'gut', '.', 'Das', 'Fräulein', 'kann', 'jeden', 'Tag', 'ins', 'Gras', 'beißen', ',', 'und', 'das', 'nennen', 'Sie', 'Liederlichkeit', '!', 'Da', 'müssen', 'Sie', 'sich', 'schon', 'näher', 'erklären', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['ins Gras beißen']
"Sie sind gut. Das Fräulein kann jeden Tag ins Gras beißen, und das nennen Sie Liederlichkeit! Da müssen Sie sich schon näher erklären.",['ins Gras beißen'],True,5,"Der potenzielle Käufer beäugte die preisgekrönte Ziege, die träge im saftigsten Teil der Weide lag, und bemerkte, das Tier wirke faul und lebe recht ausschweifend, was den Bauern empörte, Sie sind gut. Das Fräulein kann jeden Tag ins Gras beißen, und das nennen Sie Liederlichkeit! Da müssen Sie sich schon näher erklären.","['Der', 'potenzielle', 'Käufer', 'beäugte', 'die', 'preisgekrönte', 'Ziege', ',', 'die', 'träge', 'im', 'saftigsten', 'Teil', 'der', 'Weide', 'lag', ',', 'und', 'bemerkte', ',', 'das', 'Tier', 'wirke', 'faul', 'und', 'lebe', 'recht', 'ausschweifend', ',', 'was', 'den', 'Bauern', 'empörte', ',', 'Sie', 'sind', 'gut', '.', 'Das', 'Fräulein', 'kann', 'jeden', 'Tag', 'ins', 'Gras', 'beißen', ',', 'und', 'das', 'nennen', 'Sie', 'Liederlichkeit', '!', 'Da', 'müssen', 'Sie', 'sich', 'schon', 'näher', 'erklären', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['ins Gras beißen']
"Haste kein’n Arsch in der Hose, oder was?",['Arsch in der Hose'],True,1,"Der Schneider musterte seinen Freund, der unentschlossen vor dem Spiegel stand und die viel zu weite Anzughose begutachtete, die hinten schlaff herunterhing, und fragte dann ungeduldig, haste kein’n Arsch in der Hose, oder was?","['Der', 'Schneider', 'musterte', 'seinen', 'Freund', ',', 'der', 'unentschlossen', 'vor', 'dem', 'Spiegel', 'stand', 'und', 'die', 'viel', 'zu', 'weite', 'Anzughose', 'begutachtete', ',', 'die', 'hinten', 'schlaff', 'herunterhing', ',', 'und', 'fragte', 'dann', 'ungeduldig', ',', 'haste', 'kein', '’', 'n', 'Arsch', 'in', 'der', 'Hose', ',', 'oder', 'was', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0]",['Arsch in der Hose']
"Haste kein’n Arsch in der Hose, oder was?",['Arsch in der Hose'],True,2,"Der Regisseur sah, wie der junge Schauspieler nervös das Gesäßpolster für seine komödiantische Rolle beäugte und sich weigerte, es anzulegen, und herrschte ihn an, haste kein’n Arsch in der Hose, oder was?","['Der', 'Regisseur', 'sah', ',', 'wie', 'der', 'junge', 'Schauspieler', 'nervös', 'das', 'Gesäßpolster', 'für', 'seine', 'komödiantische', 'Rolle', 'beäugte', 'und', 'sich', 'weigerte', ',', 'es', 'anzulegen', ',', 'und', 'herrschte', 'ihn', 'an', ',', 'haste', 'kein', '’', 'n', 'Arsch', 'in', 'der', 'Hose', ',', 'oder', 'was', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0]",['Arsch in der Hose']
"Haste kein’n Arsch in der Hose, oder was?",['Arsch in der Hose'],True,3,"Der Bildhauerei-Professor kritisierte die Tonfigur seines Studenten, deren Hose am Gesäß völlig flach und leblos wirkte, und als der Student zögerte, die Form mutig zu korrigieren, stöhnte der Professor, haste kein’n Arsch in der Hose, oder was?","['Der', 'Bildhauerei', '-', 'Professor', 'kritisierte', 'die', 'Tonfigur', 'seines', 'Studenten', ',', 'deren', 'Hose', 'am', 'Gesäß', 'völlig', 'flach', 'und', 'leblos', 'wirkte', ',', 'und', 'als', 'der', 'Student', 'zögerte', ',', 'die', 'Form', 'mutig', 'zu', 'korrigieren', ',', 'stöhnte', 'der', 'Professor', ',', 'haste', 'kein', '’', 'n', 'Arsch', 'in', 'der', 'Hose', ',', 'oder', 'was', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0]",['Arsch in der Hose']
"Haste kein’n Arsch in der Hose, oder was?",['Arsch in der Hose'],True,4,"Sie hielt ihm die gepolsterte Unterhose hin, die seiner Figur im neuen Anzug eine bessere Form geben sollte, doch er schüttelte nur verlegen den Kopf, woraufhin sie entnervt fragte, haste kein’n Arsch in der Hose, oder was?","['Sie', 'hielt', 'ihm', 'die', 'gepolsterte', 'Unterhose', 'hin', ',', 'die', 'seiner', 'Figur', 'im', 'neuen', 'Anzug', 'eine', 'bessere', 'Form', 'geben', 'sollte', ',', 'doch', 'er', 'schüttelte', 'nur', 'verlegen', 'den', 'Kopf', ',', 'woraufhin', 'sie', 'entnervt', 'fragte', ',', 'haste', 'kein', '’', 'n', 'Arsch', 'in', 'der', 'Hose', ',', 'oder', 'was', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0]",['Arsch in der Hose']
"Haste kein’n Arsch in der Hose, oder was?",['Arsch in der Hose'],True,5,"Als sein Freund im Charakter-Editor den Gesäß-Regler des Avatars auf null stellte und sich dann nicht traute, die dadurch flach wirkende Hose zu bestätigen, fragte er entnervt, haste kein’n Arsch in der Hose, oder was?","['Als', 'sein', 'Freund', 'im', 'Charakter', '-', 'Editor', 'den', 'Gesäß', '-', 'Regler', 'des', 'Avatars', 'auf', 'null', 'stellte', 'und', 'sich', 'dann', 'nicht', 'traute', ',', 'die', 'dadurch', 'flach', 'wirkende', 'Hose', 'zu', 'bestätigen', ',', 'fragte', 'er', 'entnervt', ',', 'haste', 'kein', '’', 'n', 'Arsch', 'in', 'der', 'Hose', ',', 'oder', 'was', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0]",['Arsch in der Hose']
Gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.,['halbe Miete'],True,1,"Bei den Verhandlungen mit dem Vermieter, der wegen des Hundes Bedenken hatte, haben wir betont, dass eine gute Erziehung Schäden vermeidet und die pünktliche Zahlung sichert, denn gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.","['Bei', 'den', 'Verhandlungen', 'mit', 'dem', 'Vermieter', ',', 'der', 'wegen', 'des', 'Hundes', 'Bedenken', 'hatte', ',', 'haben', 'wir', 'betont', ',', 'dass', 'eine', 'gute', 'Erziehung', 'Schäden', 'vermeidet', 'und', 'die', 'pünktliche', 'Zahlung', 'sichert', ',', 'denn', 'gegenseitiges', 'Verstehen', 'ist', 'die', 'halbe', 'Miete', '!', 'Zum', 'Thema', 'Verständigung', 'mit', 'deinem', 'Welpen', 'und', 'somit', 'auch', 'mit', 'deinem', 'später', 'erwachsenen', 'Hund', 'ist', 'noch', 'einiges', 'zu', 'sagen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['halbe Miete']
Gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.,['halbe Miete'],True,2,"Als wir den Mietvertrag für unsere erste gemeinsame Wohnung unterschrieben und gleichzeitig den Welpen adoptierten, wussten wir, dass klare Absprachen über Kosten und Pflichten entscheidend sein würden, denn gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.","['Als', 'wir', 'den', 'Mietvertrag', 'für', 'unsere', 'erste', 'gemeinsame', 'Wohnung', 'unterschrieben', 'und', 'gleichzeitig', 'den', 'Welpen', 'adoptierten', ',', 'wussten', 'wir', ',', 'dass', 'klare', 'Absprachen', 'über', 'Kosten', 'und', 'Pflichten', 'entscheidend', 'sein', 'würden', ',', 'denn', 'gegenseitiges', 'Verstehen', 'ist', 'die', 'halbe', 'Miete', '!', 'Zum', 'Thema', 'Verständigung', 'mit', 'deinem', 'Welpen', 'und', 'somit', 'auch', 'mit', 'deinem', 'später', 'erwachsenen', 'Hund', 'ist', 'noch', 'einiges', 'zu', 'sagen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['halbe Miete']
Gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.,['halbe Miete'],True,3,"Nachdem wir die hohen Kosten für unsere neue Wohnung und die zusätzlichen Ausgaben für den Welpen kalkuliert hatten, war klar, dass wir nur durch enge Zusammenarbeit über die Runden kommen, weshalb gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.","['Nachdem', 'wir', 'die', 'hohen', 'Kosten', 'für', 'unsere', 'neue', 'Wohnung', 'und', 'die', 'zusätzlichen', 'Ausgaben', 'für', 'den', 'Welpen', 'kalkuliert', 'hatten', ',', 'war', 'klar', ',', 'dass', 'wir', 'nur', 'durch', 'enge', 'Zusammenarbeit', 'über', 'die', 'Runden', 'kommen', ',', 'weshalb', 'gegenseitiges', 'Verstehen', 'ist', 'die', 'halbe', 'Miete', '!', 'Zum', 'Thema', 'Verständigung', 'mit', 'deinem', 'Welpen', 'und', 'somit', 'auch', 'mit', 'deinem', 'später', 'erwachsenen', 'Hund', 'ist', 'noch', 'einiges', 'zu', 'sagen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['halbe Miete']
Gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.,['halbe Miete'],True,4,"Für unsere Hundetagesstätte zahlen wir eine erhebliche Pacht, und der Erfolg, der diese Kosten deckt, hängt vollständig von unserem Umgang mit den Tieren ab, daher gilt: gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.","['Für', 'unsere', 'Hundetagesstätte', 'zahlen', 'wir', 'eine', 'erhebliche', 'Pacht', ',', 'und', 'der', 'Erfolg', ',', 'der', 'diese', 'Kosten', 'deckt', ',', 'hängt', 'vollständig', 'von', 'unserem', 'Umgang', 'mit', 'den', 'Tieren', 'ab', ',', 'daher', 'gilt', ':', 'gegenseitiges', 'Verstehen', 'ist', 'die', 'halbe', 'Miete', '!', 'Zum', 'Thema', 'Verständigung', 'mit', 'deinem', 'Welpen', 'und', 'somit', 'auch', 'mit', 'deinem', 'später', 'erwachsenen', 'Hund', 'ist', 'noch', 'einiges', 'zu', 'sagen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['halbe Miete']
Gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.,['halbe Miete'],True,5,"Nachdem mein Mitbewohner und ich wochenlang über die Aufteilung der Haushaltskosten gestritten hatten, brachte der neue Welpe uns dazu, endlich aufeinander einzugehen, denn gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.","['Nachdem', 'mein', 'Mitbewohner', 'und', 'ich', 'wochenlang', 'über', 'die', 'Aufteilung', 'der', 'Haushaltskosten', 'gestritten', 'hatten', ',', 'brachte', 'der', 'neue', 'Welpe', 'uns', 'dazu', ',', 'endlich', 'aufeinander', 'einzugehen', ',', 'denn', 'gegenseitiges', 'Verstehen', 'ist', 'die', 'halbe', 'Miete', '!', 'Zum', 'Thema', 'Verständigung', 'mit', 'deinem', 'Welpen', 'und', 'somit', 'auch', 'mit', 'deinem', 'später', 'erwachsenen', 'Hund', 'ist', 'noch', 'einiges', 'zu', 'sagen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['halbe Miete']
