sentence,PIE,is_figurative,variant_number,variant_sentence,tokens,tags,tag_ids,true_idioms
Bathing in hot water can be dangerous.,['in hot water'],False,1,"The financial advisor cautioned his client that fully immersing himself in the risky offshore scheme was a terrible idea, reminding him that bathing in hot water can be dangerous.","['The', 'financial', 'advisor', 'cautioned', 'his', 'client', 'that', 'fully', 'immersing', 'himself', 'in', 'the', 'risky', 'offshore', 'scheme', 'was', 'a', 'terrible', 'idea', ',', 'reminding', 'him', 'that', 'bathing', 'in', 'hot', 'water', 'can', 'be', 'dangerous', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
Bathing in hot water can be dangerous.,['in hot water'],False,2,"At the geothermal spa built near an active volcano, the guide explained to tourists that while the natural springs were a major attraction, the area was also geologically unstable, and bathing in hot water can be dangerous.","['At', 'the', 'geothermal', 'spa', 'built', 'near', 'an', 'active', 'volcano', ',', 'the', 'guide', 'explained', 'to', 'tourists', 'that', 'while', 'the', 'natural', 'springs', 'were', 'a', 'major', 'attraction', ',', 'the', 'area', 'was', 'also', 'geologically', 'unstable', ',', 'and', 'bathing', 'in', 'hot', 'water', 'can', 'be', 'dangerous', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
Bathing in hot water can be dangerous.,['in hot water'],False,3,"The press secretary advised the scandal-plagued senator against making a full public confession to clear his name, arguing that this strategy often backfires and bathing in hot water can be dangerous.","['The', 'press', 'secretary', 'advised', 'the', 'scandal', '-', 'plagued', 'senator', 'against', 'making', 'a', 'full', 'public', 'confession', 'to', 'clear', 'his', 'name', ',', 'arguing', 'that', 'this', 'strategy', 'often', 'backfires', 'and', 'bathing', 'in', 'hot', 'water', 'can', 'be', 'dangerous', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
Bathing in hot water can be dangerous.,['in hot water'],False,4,"The whistleblower's mentor warned him that seeking the limelight by exposing the company's fraud would put him in a perilous position with powerful people, noting that bathing in hot water can be dangerous.","['The', 'whistleblower', ""'"", 's', 'mentor', 'warned', 'him', 'that', 'seeking', 'the', 'limelight', 'by', 'exposing', 'the', 'company', ""'"", 's', 'fraud', 'would', 'put', 'him', 'in', 'a', 'perilous', 'position', 'with', 'powerful', 'people', ',', 'noting', 'that', 'bathing', 'in', 'hot', 'water', 'can', 'be', 'dangerous', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
Bathing in hot water can be dangerous.,['in hot water'],False,5,"During the therapy session about coping with extreme workplace stress, the counselor noted that while seeking immediate comfort is tempting, relying on avoidance tactics is a bad habit because bathing in hot water can be dangerous.","['During', 'the', 'therapy', 'session', 'about', 'coping', 'with', 'extreme', 'workplace', 'stress', ',', 'the', 'counselor', 'noted', 'that', 'while', 'seeking', 'immediate', 'comfort', 'is', 'tempting', ',', 'relying', 'on', 'avoidance', 'tactics', 'is', 'a', 'bad', 'habit', 'because', 'bathing', 'in', 'hot', 'water', 'can', 'be', 'dangerous', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
"This is not my cup of tea, it's yours, in fact I hate black tea.",['not my cup of tea'],False,1,"While trying to explain my feelings about the pretentious poetry reading we were attending, our host brought over some refreshments, this is not my cup of tea, it's yours, in fact I hate black tea.","['While', 'trying', 'to', 'explain', 'my', 'feelings', 'about', 'the', 'pretentious', 'poetry', 'reading', 'we', 'were', 'attending', ',', 'our', 'host', 'brought', 'over', 'some', 'refreshments', ',', 'this', 'is', 'not', 'my', 'cup', 'of', 'tea', ',', 'it', ""'"", 's', 'yours', ',', 'in', 'fact', 'I', 'hate', 'black', 'tea', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
"This is not my cup of tea, it's yours, in fact I hate black tea.",['not my cup of tea'],False,2,"After an hour of discussing the complex and frankly boring details of the new accounting software, I tried to express my lack of enthusiasm for the project, this is not my cup of tea, it's yours, in fact I hate black tea.","['After', 'an', 'hour', 'of', 'discussing', 'the', 'complex', 'and', 'frankly', 'boring', 'details', 'of', 'the', 'new', 'accounting', 'software', ',', 'I', 'tried', 'to', 'express', 'my', 'lack', 'of', 'enthusiasm', 'for', 'the', 'project', ',', 'this', 'is', 'not', 'my', 'cup', 'of', 'tea', ',', 'it', ""'"", 's', 'yours', ',', 'in', 'fact', 'I', 'hate', 'black', 'tea', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
"This is not my cup of tea, it's yours, in fact I hate black tea.",['not my cup of tea'],False,3,"Surrounded by the loud music and flashing lights of the nightclub he loved, I shouted over the noise to explain why I wasn't having a good time, this is not my cup of tea, it's yours, in fact I hate black tea.","['Surrounded', 'by', 'the', 'loud', 'music', 'and', 'flashing', 'lights', 'of', 'the', 'nightclub', 'he', 'loved', ',', 'I', 'shouted', 'over', 'the', 'noise', 'to', 'explain', 'why', 'I', 'wasn', ""'"", 't', 'having', 'a', 'good', 'time', ',', 'this', 'is', 'not', 'my', 'cup', 'of', 'tea', ',', 'it', ""'"", 's', 'yours', ',', 'in', 'fact', 'I', 'hate', 'black', 'tea', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
"This is not my cup of tea, it's yours, in fact I hate black tea.",['not my cup of tea'],False,4,"As my friend excitedly described the intricate rules of the fantasy board game he'd set up, I gestured at the entire table to convey my disinterest, this is not my cup of tea, it's yours, in fact I hate black tea.","['As', 'my', 'friend', 'excitedly', 'described', 'the', 'intricate', 'rules', 'of', 'the', 'fantasy', 'board', 'game', 'he', ""'"", 'd', 'set', 'up', ',', 'I', 'gestured', 'at', 'the', 'entire', 'table', 'to', 'convey', 'my', 'disinterest', ',', 'this', 'is', 'not', 'my', 'cup', 'of', 'tea', ',', 'it', ""'"", 's', 'yours', ',', 'in', 'fact', 'I', 'hate', 'black', 'tea', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
"This is not my cup of tea, it's yours, in fact I hate black tea.",['not my cup of tea'],False,5,"When my partner asked for my opinion on the garish, brightly-colored painting they just bought, I searched for a polite way to state my aesthetic objections, this is not my cup of tea, it's yours, in fact I hate black tea.","['When', 'my', 'partner', 'asked', 'for', 'my', 'opinion', 'on', 'the', 'garish', ',', 'brightly', '-', 'colored', 'painting', 'they', 'just', 'bought', ',', 'I', 'searched', 'for', 'a', 'polite', 'way', 'to', 'state', 'my', 'aesthetic', 'objections', ',', 'this', 'is', 'not', 'my', 'cup', 'of', 'tea', ',', 'it', ""'"", 's', 'yours', ',', 'in', 'fact', 'I', 'hate', 'black', 'tea', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
The police will turn a blind eye once.,['turn a blind eye'],True,1,"During the demonstration of the new animatronic security guard, the manual explained that to reset its optical sensor after a power surge, the police will turn a blind eye once.","['During', 'the', 'demonstration', 'of', 'the', 'new', 'animatronic', 'security', 'guard', ',', 'the', 'manual', 'explained', 'that', 'to', 'reset', 'its', 'optical', 'sensor', 'after', 'a', 'power', 'surge', ',', 'the', 'police', 'will', 'turn', 'a', 'blind', 'eye', 'once', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0]",['turn a blind eye']
The police will turn a blind eye once.,['turn a blind eye'],True,2,"The junior officer was nervous about handling the department's antique mannequin, which was used for historical displays and had a damaged glass eye, but the curator assured him that for the annual cleaning protocol, the police will turn a blind eye once.","['The', 'junior', 'officer', 'was', 'nervous', 'about', 'handling', 'the', 'department', ""'"", 's', 'antique', 'mannequin', ',', 'which', 'was', 'used', 'for', 'historical', 'displays', 'and', 'had', 'a', 'damaged', 'glass', 'eye', ',', 'but', 'the', 'curator', 'assured', 'him', 'that', 'for', 'the', 'annual', 'cleaning', 'protocol', ',', 'the', 'police', 'will', 'turn', 'a', 'blind', 'eye', 'once', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0]",['turn a blind eye']
The police will turn a blind eye once.,['turn a blind eye'],True,3,"In the strange, ritualistic board game played at the precinct's charity event, one of the most powerful moves involved sacrificing your own piece to bend the rules, and the game's official guide stated that after this move, the police will turn a blind eye once.","['In', 'the', 'strange', ',', 'ritualistic', 'board', 'game', 'played', 'at', 'the', 'precinct', ""'"", 's', 'charity', 'event', ',', 'one', 'of', 'the', 'most', 'powerful', 'moves', 'involved', 'sacrificing', 'your', 'own', 'piece', 'to', 'bend', 'the', 'rules', ',', 'and', 'the', 'game', ""'"", 's', 'official', 'guide', 'stated', 'that', 'after', 'this', 'move', ',', 'the', 'police', 'will', 'turn', 'a', 'blind', 'eye', 'once', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0]",['turn a blind eye']
The police will turn a blind eye once.,['turn a blind eye'],True,4,"The key informant in the smuggling case was himself blind in one eye and known for his own minor infractions, but the chief inspector assured the team that to secure the larger conviction, the police will turn a blind eye once.","['The', 'key', 'informant', 'in', 'the', 'smuggling', 'case', 'was', 'himself', 'blind', 'in', 'one', 'eye', 'and', 'known', 'for', 'his', 'own', 'minor', 'infractions', ',', 'but', 'the', 'chief', 'inspector', 'assured', 'the', 'team', 'that', 'to', 'secure', 'the', 'larger', 'conviction', ',', 'the', 'police', 'will', 'turn', 'a', 'blind', 'eye', 'once', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0]",['turn a blind eye']
The police will turn a blind eye once.,['turn a blind eye'],True,5,"After installing the new surveillance camera, nicknamed 'The Blind Eye' because its lens couldn't pan left, the technician gave the security chief the final instruction for initializing the system, confirming that to complete the boot-up sequence, the police will turn a blind eye once.","['After', 'installing', 'the', 'new', 'surveillance', 'camera', ',', 'nicknamed', ""'"", 'The', 'Blind', 'Eye', ""'"", 'because', 'its', 'lens', 'couldn', ""'"", 't', 'pan', 'left', ',', 'the', 'technician', 'gave', 'the', 'security', 'chief', 'the', 'final', 'instruction', 'for', 'initializing', 'the', 'system', ',', 'confirming', 'that', 'to', 'complete', 'the', 'boot', '-', 'up', 'sequence', ',', 'the', 'police', 'will', 'turn', 'a', 'blind', 'eye', 'once', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0]",['turn a blind eye']
