model,prompt_type,seed,shots,sc_runs,temperature,language,matched_sentences,id10m_accuracy,id10m_precision,id10m_recall,id10m_f1,id10m_mcc,id10m_tp,id10m_tn,id10m_fp,id10m_fn,hard_accuracy,hard_precision,hard_recall,hard_f1,hard_mcc,hard_tp,hard_tn,hard_fp,hard_fn,context_degradation_index,variant_consistency_score,context_confusion_rate,literal_to_idiom_flip_rate,error_amplification_factor,phrase_overlap_confusion_rate,confusion_resistance_score,avg_confusion_rate,pct_highly_vulnerable,pct_helped,pct_hurt,pct_mixed,pct_no_change,total_confused_variants,overall_confusion_rate,literal_confusion_rate,idiomatic_confusion_rate
gpt-4o-mini,few_shot,43,10,5,0.8,english,178,0.8820224719101124,0.9724137931034482,0.8924050632911392,0.9306930693069307,0.5626817186527022,141,16,4,17,0.9063670411985019,0.9416666666666667,0.9535864978902954,0.9475890985324946,0.5100406144104402,452,32,28,22,-0.027600849256900154,0.9250936329588014,0.04307116104868914,0.6875,0.793650793650794,0.052434456928838954,0.1464968152866242,0.09363295880149812,5.056179775280898,5.617977528089887,0.5617977528089888,10.674157303370785,83.14606741573034,23,0.04883227176220807,0.3333333333333333,0.016548463356973995
gpt-4o-mini,few_shot,44,10,5,0.8,english,178,0.898876404494382,0.972972972972973,0.9113924050632911,0.9411764705882353,0.600152031523642,144,16,4,14,0.8932584269662921,0.9212121212121213,0.9620253164556962,0.9411764705882354,0.3787212947881617,456,21,39,18,0.006250000000000015,0.940074906367041,0.0599250936329588,0.875,1.0555555555555556,0.07303370786516854,0.2,0.10674157303370786,6.179775280898876,4.49438202247191,2.247191011235955,9.550561797752808,83.70786516853933,32,0.06666666666666667,0.5625,0.011574074074074073
gpt-4o-mini,zero_shot,42,0,1,0.3,english,178,0.898876404494382,0.9666666666666667,0.9177215189873418,0.9415584415584415,0.5791809498197579,145,15,5,13,0.8951310861423221,0.9300411522633745,0.9535864978902954,0.9416666666666668,0.42721553071871987,452,26,34,22,0.004166666666666677,0.9350811485642947,0.056179775280898875,0.7333333333333333,1.0370370370370372,0.06367041198501873,0.1875,0.1048689138576779,6.741573033707865,5.056179775280898,2.247191011235955,7.303370786516854,85.39325842696628,30,0.0625,0.4444444444444444,0.022988505747126436
gpt-4o-mini,zero_shot,43,0,1,0.3,english,178,0.8707865168539326,0.9655172413793104,0.8860759493670886,0.9240924092409241,0.5169059664039907,140,15,5,18,0.8951310861423221,0.9300411522633745,0.9535864978902954,0.9416666666666668,0.42721553071871987,452,26,34,22,-0.02795698924731177,0.9350811485642947,0.04119850187265917,0.7333333333333333,0.8115942028985511,0.06367041198501873,0.14193548387096774,0.1048689138576779,6.741573033707865,6.179775280898876,1.1235955056179776,7.303370786516854,85.39325842696628,22,0.047311827956989246,0.4444444444444444,0.004761904761904762
gpt-4o-mini,zero_shot,44,0,1,0.3,english,178,0.8764044943820225,0.9657534246575342,0.8924050632911392,0.9276315789473684,0.5283249000542565,141,15,5,17,0.897003745318352,0.931958762886598,0.9535864978902954,0.9426485922836287,0.4415018371399741,452,27,33,22,-0.023504273504273435,0.9350811485642947,0.03932584269662921,0.7333333333333333,0.8333333333333338,0.06179775280898876,0.1346153846153846,0.10299625468164793,6.741573033707865,5.617977528089887,1.1235955056179776,7.303370786516854,85.95505617977528,21,0.04487179487179487,0.4222222222222222,0.004728132387706856
llama-4-scout,few_shot,42,10,5,0.8,english,178,0.9044943820224719,0.9607843137254902,0.930379746835443,0.9453376205787781,0.5729676115123301,147,14,6,11,0.9232209737827716,0.971677559912854,0.9409282700421941,0.9560557341907824,0.6582991333071718,446,47,13,28,-0.02070393374741206,0.8901373283395756,0.054307116104868915,0.5714285714285714,0.8039215686274506,0.024344569288389514,0.18012422360248448,0.07677902621722846,2.8089887640449436,6.179775280898876,1.1235955056179776,12.359550561797752,80.33707865168539,29,0.060041407867494824,0.23809523809523808,0.04308390022675737
llama-4-scout,few_shot,43,10,5,0.8,english,178,0.9157303370786517,0.9798657718120806,0.9240506329113924,0.9511400651465798,0.661943280969634,146,17,3,12,0.9082397003745318,0.9732739420935412,0.9219409282700421,0.9469122426868906,0.6232091573873477,437,48,12,37,0.008179959100204519,0.8701622971285891,0.0599250936329588,0.4117647058823529,1.088888888888889,0.02247191011235955,0.19631901840490798,0.09176029962546815,2.8089887640449436,3.3707865168539324,1.1235955056179776,14.04494382022472,81.46067415730337,32,0.065439672801636,0.1568627450980392,0.0547945205479452
llama-4-scout,few_shot,44,10,5,0.8,english,178,0.9157303370786517,0.9612903225806452,0.9430379746835443,0.952076677316294,0.6054111221345351,149,14,6,9,0.9063670411985019,0.9608695652173913,0.9324894514767933,0.9464668094218416,0.5781270727574761,442,42,18,32,0.010224948875255649,0.885143570536829,0.0599250936329588,0.5714285714285714,1.1111111111111114,0.033707865168539325,0.19631901840490798,0.09363295880149812,3.932584269662921,2.8089887640449436,2.247191011235955,12.359550561797752,82.58426966292134,32,0.065439672801636,0.2619047619047619,0.04697986577181208
llama-4-scout,zero_shot,42,0,1,0.3,english,178,0.9157303370786517,0.9735099337748344,0.930379746835443,0.9514563106796117,0.6430161894471601,147,16,4,11,0.9138576779026217,0.9776785714285714,0.9240506329113924,0.9501084598698482,0.6507177753487948,438,50,10,36,0.0020449897750511297,0.8951310861423222,0.0599250936329588,0.4375,1.0222222222222224,0.018726591760299626,0.19631901840490798,0.08614232209737828,3.3707865168539324,4.49438202247191,1.6853932584269662,11.235955056179774,82.58426966292134,32,0.065439672801636,0.1875,0.05215419501133787
llama-4-scout,zero_shot,43,0,1,0.3,english,178,0.8932584269662921,0.9602649006622517,0.9177215189873418,0.9385113268608414,0.5438334496537507,145,14,6,13,0.9082397003745318,0.967032967032967,0.9282700421940928,0.9472551130247578,0.603320646345681,440,45,15,34,-0.01677148846960172,0.8701622971285891,0.06179775280898876,0.7857142857142857,0.8596491228070172,0.028089887640449437,0.20754716981132076,0.09176029962546815,3.3707865168539324,5.617977528089887,1.6853932584269662,14.04494382022472,78.65168539325843,33,0.06918238993710692,0.2857142857142857,0.04827586206896552
llama-4-scout,zero_shot,44,0,1,0.3,english,178,0.8932584269662921,0.9602649006622517,0.9177215189873418,0.9385113268608414,0.5438334496537507,145,14,6,13,0.9194756554307116,0.9694989106753813,0.9388185654008439,0.9539121114683816,0.6412328289482034,445,46,14,29,-0.02935010482180301,0.885143570536829,0.04868913857677903,0.6428571428571429,0.7543859649122802,0.026217228464419477,0.16352201257861634,0.08052434456928838,2.8089887640449436,5.617977528089887,1.1235955056179776,12.921348314606742,80.33707865168539,26,0.05450733752620545,0.23809523809523808,0.0367816091954023
o3-mini,zero_shot,42,0,1,0.3,english,178,0.8932584269662921,0.9793103448275862,0.8987341772151899,0.9372937293729372,0.6084574709014139,142,17,3,16,0.9044943820224719,0.9452631578947368,0.9472573839662447,0.9462592202318229,0.517715213978724,449,34,26,25,-0.01257861635220129,0.9350811485642947,0.04868913857677903,0.6470588235294118,0.8947368421052629,0.04868913857677903,0.16352201257861634,0.09550561797752809,6.179775280898876,5.617977528089887,2.247191011235955,7.865168539325842,84.26966292134831,26,0.05450733752620545,0.3333333333333333,0.02112676056338028
qwen-2.5-72b-instruct,few_shot,42,10,5,0.8,english,178,0.8539325842696629,0.8975903614457831,0.9430379746835443,0.9197530864197531,0.1171815186440589,149,3,17,9,0.9101123595505618,0.926,0.9767932489451476,0.9507186858316222,0.46579574264314877,463,23,37,11,-0.06578947368421056,0.9450686641697879,0.009363295880149813,1.0,0.6153846153846153,0.06928838951310862,0.03289473684210526,0.08988764044943819,6.179775280898876,3.932584269662921,0.0,7.303370786516854,88.76404494382022,5,0.010964912280701754,0.3333333333333333,0.0044742729306487695
qwen-2.5-72b-instruct,few_shot,43,10,5,0.8,english,178,0.8595505617977528,0.8982035928143712,0.9493670886075949,0.923076923076923,0.1303261388288989,150,3,17,8,0.9344569288389513,0.9507186858316222,0.9767932489451476,0.9635796045785641,0.6429416419761174,463,36,24,11,-0.08714596949891062,0.9600499375780275,0.009363295880149813,1.0,0.466666666666667,0.0449438202247191,0.032679738562091505,0.06554307116104868,4.49438202247191,7.303370786516854,0.0,5.056179775280898,87.64044943820225,5,0.010893246187363835,0.3333333333333333,0.0044444444444444444
qwen-2.5-72b-instruct,few_shot,44,10,5,0.8,english,178,0.8595505617977528,0.8982035928143712,0.9493670886075949,0.923076923076923,0.1303261388288989,150,3,17,8,0.9307116104868914,0.945010183299389,0.9789029535864979,0.9616580310880829,0.6138550237929015,464,33,27,10,-0.08278867102396521,0.9550561797752809,0.0056179775280898875,0.6666666666666666,0.4933333333333329,0.05056179775280899,0.0196078431372549,0.0692883895131086,4.49438202247191,5.617977528089887,0.0,5.617977528089887,88.76404494382022,3,0.006535947712418301,0.2222222222222222,0.0022222222222222222
qwen-2.5-72b-instruct,zero_shot,42,0,1,0.3,english,178,0.848314606741573,0.896969696969697,0.9367088607594937,0.9164086687306501,0.10524303729407333,148,3,17,10,0.9044943820224719,0.9221556886227545,0.9746835443037974,0.9476923076923077,0.42584273388041494,462,21,39,12,-0.06622516556291394,0.9550561797752809,0.016853932584269662,1.0,0.6296296296296295,0.07303370786516854,0.059602649006622516,0.09550561797752809,6.179775280898876,5.617977528089887,0.0,6.741573033707865,87.64044943820225,9,0.019867549668874173,0.6666666666666666,0.006756756756756757
qwen-2.5-72b-instruct,zero_shot,43,0,1,0.3,english,178,0.848314606741573,0.896969696969697,0.9367088607594937,0.9164086687306501,0.10524303729407333,148,3,17,10,0.9063670411985019,0.9223107569721115,0.9767932489451476,0.9487704918032787,0.4348215145126565,463,21,39,11,-0.06843267108167775,0.9550561797752809,0.0149812734082397,1.0,0.6172839506172838,0.07303370786516854,0.052980132450331126,0.09363295880149812,6.179775280898876,5.617977528089887,0.0,5.617977528089887,88.76404494382022,8,0.017660044150110375,0.6666666666666666,0.0045045045045045045
qwen-2.5-72b-instruct,zero_shot,44,0,1,0.3,english,178,0.8426966292134831,0.8963414634146342,0.930379746835443,0.9130434782608695,0.09429838035021373,147,3,17,11,0.9119850187265918,0.9244532803180915,0.9810126582278481,0.9518935516888434,0.46954673202693115,465,22,38,9,-0.0822222222222223,0.9550561797752809,0.011235955056179775,1.0,0.5595238095238093,0.07116104868913857,0.04,0.08801498127340823,6.179775280898876,6.179775280898876,0.0,5.056179775280898,88.76404494382022,6,0.013333333333333334,0.6666666666666666,0.0
