sentence,PIE,true_idioms,is_figurative,variant_number,Valid,variant_sentence,tokens,tags,tag_ids
A rock has broken the ice covering a lake.,['broken the ice'],[],FALSE,2,V,"The rival negotiators stared at each other across the frozen landscape, the silence between them growing deeper and more hostile, and then, as if on cue from some cosmic peacemaker, a rock has broken the ice covering a lake.","['The', 'rival', 'negotiators', 'stared', 'at', 'each', 'other', 'across', 'the', 'frozen', 'landscape', ',', 'the', 'silence', 'between', 'them', 'growing', 'deeper', 'and', 'more', 'hostile', ',', 'and', 'then', ',', 'as', 'if', 'on', 'cue', 'from', 'some', 'cosmic', 'peacemaker', ',', 'a', 'rock', 'has', 'broken', 'the', 'ice', 'covering', 'a', 'lake', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
A rock has broken the ice covering a lake.,['broken the ice'],[],FALSE,3,V,"After the reading of the will, the estranged siblings gathered by the family's winter cabin, all waiting for someone to finally make the first move, when a loud crack echoed from the shore as a rock has broken the ice covering a lake.","['After', 'the', 'reading', 'of', 'the', 'will', ',', 'the', 'estranged', 'siblings', 'gathered', 'by', 'the', 'family', ""'"", 's', 'winter', 'cabin', ',', 'all', 'waiting', 'for', 'someone', 'to', 'finally', 'make', 'the', 'first', 'move', ',', 'when', 'a', 'loud', 'crack', 'echoed', 'from', 'the', 'shore', 'as', 'a', 'rock', 'has', 'broken', 'the', 'ice', 'covering', 'a', 'lake', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The patient rang the bell 20 minutes ago.,['rang the bell'],[],FALSE,1,V,"During the cognitive therapy session, which used a quiz format where correct answers were signaled with a desk bell, the supervising doctor asked if there had been any breakthroughs, and the therapist confirmed the patient rang the bell 20 minutes ago.","['During', 'the', 'cognitive', 'therapy', 'session', ',', 'which', 'used', 'a', 'quiz', 'format', 'where', 'correct', 'answers', 'were', 'signaled', 'with', 'a', 'desk', 'bell', ',', 'the', 'supervising', 'doctor', 'asked', 'if', 'there', 'had', 'been', 'any', 'breakthroughs', ',', 'and', 'the', 'therapist', 'confirmed', 'the', 'patient', 'rang', 'the', 'bell', '20', 'minutes', 'ago', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The patient rang the bell 20 minutes ago.,['rang the bell'],[],FALSE,2,V,"In the advanced physical therapy gym, the ultimate recovery goal was to generate enough force on the high-striker machine to make it chime, and with a smile, the physical therapist announced that they'd finally reached their target because the patient rang the bell 20 minutes ago.","['In', 'the', 'advanced', 'physical', 'therapy', 'gym', ',', 'the', 'ultimate', 'recovery', 'goal', 'was', 'to', 'generate', 'enough', 'force', 'on', 'the', 'high', '-', 'striker', 'machine', 'to', 'make', 'it', 'chime', ',', 'and', 'with', 'a', 'smile', ',', 'the', 'physical', 'therapist', 'announced', 'that', 'they', ""'"", 'd', 'finally', 'reached', 'their', 'target', 'because', 'the', 'patient', 'rang', 'the', 'bell', '20', 'minutes', 'ago', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The patient rang the bell 20 minutes ago.,['rang the bell'],[],FALSE,3,V,"The two nurses were reviewing the day's milestones in the oncology ward, where finishing a final chemotherapy treatment is a celebrated achievement, and one confirmed the celebration was official because the patient rang the bell 20 minutes ago.","['The', 'two', 'nurses', 'were', 'reviewing', 'the', 'day', ""'"", 's', 'milestones', 'in', 'the', 'oncology', 'ward', ',', 'where', 'finishing', 'a', 'final', 'chemotherapy', 'treatment', 'is', 'a', 'celebrated', 'achievement', ',', 'and', 'one', 'confirmed', 'the', 'celebration', 'was', 'official', 'because', 'the', 'patient', 'rang', 'the', 'bell', '20', 'minutes', 'ago', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
baloons are floating up in the air.,['up in the air'],[],FALSE,1,V,"After the board meeting where the project's final budget and launch date were both left completely undecided, the manager stared at the decorations in the atrium and noted that the company's celebratory baloons are floating up in the air.","['After', 'the', 'board', 'meeting', 'where', 'the', 'project', ""'"", 's', 'final', 'budget', 'and', 'launch', 'date', 'were', 'both', 'left', 'completely', 'undecided', ',', 'the', 'manager', 'stared', 'at', 'the', 'decorations', 'in', 'the', 'atrium', 'and', 'noted', 'that', 'the', 'company', ""'"", 's', 'celebratory', 'baloons', 'are', 'floating', 'up', 'in', 'the', 'air', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
baloons are floating up in the air.,['up in the air'],[],FALSE,2,V,"The lead scientist explained that the atmospheric experiment was inconclusive and her entire hypothesis remained unproven, concluding in her field notes that for the time being, the research baloons are floating up in the air.","['The', 'lead', 'scientist', 'explained', 'that', 'the', 'atmospheric', 'experiment', 'was', 'inconclusive', 'and', 'her', 'entire', 'hypothesis', 'remained', 'unproven', ',', 'concluding', 'in', 'her', 'field', 'notes', 'that', 'for', 'the', 'time', 'being', ',', 'the', 'research', 'baloons', 'are', 'floating', 'up', 'in', 'the', 'air', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
baloons are floating up in the air.,['up in the air'],[],FALSE,3,V,"He asked if she had made a decision about their relationship, but with their future so unsettled, she just looked past him at the distant street fair and observed that the baloons are floating up in the air.","['He', 'asked', 'if', 'she', 'had', 'made', 'a', 'decision', 'about', 'their', 'relationship', ',', 'but', 'with', 'their', 'future', 'so', 'unsettled', ',', 'she', 'just', 'looked', 'past', 'him', 'at', 'the', 'distant', 'street', 'fair', 'and', 'observed', 'that', 'the', 'baloons', 'are', 'floating', 'up', 'in', 'the', 'air', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Back muscles must be used to keep balance on the ball.,['on the ball'],[],FALSE,1,V,"To succeed in this demanding new project, every team member must be incredibly quick-thinking and efficient, so remember that during these corporate wellness initiatives, back muscles must be used to keep balance on the ball.","['To', 'succeed', 'in', 'this', 'demanding', 'new', 'project', ',', 'every', 'team', 'member', 'must', 'be', 'incredibly', 'quick', '-', 'thinking', 'and', 'efficient', ',', 'so', 'remember', 'that', 'during', 'these', 'corporate', 'wellness', 'initiatives', ',', 'back', 'muscles', 'must', 'be', 'used', 'to', 'keep', 'balance', 'on', 'the', 'ball', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Back muscles must be used to keep balance on the ball.,['on the ball'],[],FALSE,2,V,"Our star performer has demonstrated an amazing ability to stay focused and competent under pressure, which is a mindset that starts in the gym, where even for basic exercises, back muscles must be used to keep balance on the ball.","['Our', 'star', 'performer', 'has', 'demonstrated', 'an', 'amazing', 'ability', 'to', 'stay', 'focused', 'and', 'competent', 'under', 'pressure', ',', 'which', 'is', 'a', 'mindset', 'that', 'starts', 'in', 'the', 'gym', ',', 'where', 'even', 'for', 'basic', 'exercises', ',', 'back', 'muscles', 'must', 'be', 'used', 'to', 'keep', 'balance', 'on', 'the', 'ball', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Back muscles must be used to keep balance on the ball.,['on the ball'],[],FALSE,3,V,"We've found these new classroom seats improve student engagement and alertness tremendously; to stay focused on the lesson, back muscles must be used to keep balance on the ball.","['We', ""'"", 've', 'found', 'these', 'new', 'classroom', 'seats', 'improve', 'student', 'engagement', 'and', 'alertness', 'tremendously', ';', 'to', 'stay', 'focused', 'on', 'the', 'lesson', ',', 'back', 'muscles', 'must', 'be', 'used', 'to', 'keep', 'balance', 'on', 'the', 'ball', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
