sentence	tokens	tags	tag_ids	true_idioms	language	predicted_idioms	ratios	hallucinated	predicted_tags
I only bought a lemon and two oranges.	['I ', 'only ', 'bought ', 'a ', 'lemon ', 'and ', 'two ', 'oranges', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0]	[]	english	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Would you please buy a lemon for my cake?	['Would ', 'you ', 'please ', 'buy ', 'a ', 'lemon ', 'for ', 'my ', 'cake', '?']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[]	english	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
I'd need you to buy a lemon and some sugar for tonight.	"['I', ""'d "", 'need ', 'you ', 'to ', 'buy ', 'a ', 'lemon ', 'and ', 'some ', 'sugar ', 'for ', 'tonight', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[]	english	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
The submarine is getting into deep water.	['The ', 'submarine ', 'is ', 'getting ', 'into ', 'deep ', 'water', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0]	[]	english	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
The fairy tale tells about a caste in the sky where a king and a queen live.	['The ', 'fairy ', 'tale ', 'tells ', 'about ', 'a ', 'caste ', 'in ', 'the ', 'sky ', 'where ', 'a ', 'king ', 'and ', 'a ', 'queen ', 'live', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[]	english	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Ostriches bury their hand in the sand.	['Ostriches ', 'bury ', 'their ', 'hand ', 'in ', 'the ', 'sand', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0]	[]	english	['bury their hand in the sand']	[1.0]	False	['O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Do some animals really bury their hand in the sand?	['Do ', 'some ', 'animals ', 'really ', 'bury ', 'their ', 'hand ', 'in ', 'the ', 'sand', '?']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[]	english	['bury their head in the sand']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
I am feeling under the weather today.	['I ', 'am ', 'feeling ', 'under ', 'the ', 'weather ', 'today', '.']	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 1, 2, 2, 0, 0]	['under the weather']	english	['under the weather']	[1.0]	False	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']
To add insult to the injury, the man went away without helping us.	['To ', 'add ', 'insult ', 'to ', 'the ', 'injury', ', ', 'the ', 'man ', 'went ', 'away ', 'without ', 'helping ', 'us', '.']	['B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['To add insult to the injury']	english	['to add insult to the injury']	[1.0]	False	['B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Break a leg dad, I hope you'll win!	"['Break ', 'a ', 'leg ', 'dad', ', ', 'I ', 'hope ', 'you', ""'ll "", 'win', '!']"	['B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]	['Break a leg']	english	['break a leg']	[1.0]	False	['B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
By accepting both jobs, I killed two birds with one stone	['By ', 'accepting ', 'both ', 'jobs', ', ', 'I ', 'killed ', 'two ', 'birds ', 'with ', 'one ', 'stone']	['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM']	[0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2]	['killed two birds with one stone']	english	['killed two birds with one stone']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM']
We're very tired now, let's call it a day.	"['We', ""'re "", 'very ', 'tired ', 'now', ', ', 'let', ""'s "", 'call ', 'it ', 'a ', 'day', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]	['call it a day']	english	['call it a day']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Let's go home and call it a day.	"['Let', ""'s "", 'go ', 'home ', 'and ', 'call ', 'it ', 'a ', 'day', '.']"	['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 1, 2, 2, 2, 0]	['call it a day']	english	['call it a day']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Baby you gotta work hard, no pain no gain	['Baby ', 'you ', 'got', 'ta ', 'work ', 'hard', ', ', 'no ', 'pain ', 'no ', 'gain']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM']	[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2]	['no pain no gain']	english	['no pain no gain']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM']
There is no free lunch, and in other words, no pain no gain.	['There ', 'is ', 'no ', 'free ', 'lunch', ', ', 'and ', 'in ', 'other ', 'words', ', ', 'no ', 'pain ', 'no ', 'gain', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]	['no pain no gain']	english	['no free lunch', 'no pain no gain']	[1.0, 1.0]	False	['O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
We go to the cinema once in a blue moon.	['We ', 'go ', 'to ', 'the ', 'cinema ', 'once ', 'in ', 'a ', 'blue ', 'moon', '.']	['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0]	['once in a blue moon']	english	['once in a blue moon']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
She goes to work once in a blue moon.	['She ', 'goes ', 'to ', 'work ', 'once ', 'in ', 'a ', 'blue ', 'moon', '.']	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 1, 2, 2, 2, 2, 0]	['once in a blue moon']	english	['once in a blue moon']	[1.0]	False	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
When pigs fly, he'll treat people with respect.	"['When ', 'pigs ', 'fly', ', ', 'he', ""'ll "", 'treat ', 'people ', 'with ', 'respect', '.']"	['B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]	['When pigs fly']	english	['when pigs fly']	[1.0]	False	['B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
When pigs fly, he'll take out the trash.	"['When ', 'pigs ', 'fly', ', ', 'he', ""'ll "", 'take ', 'out ', 'the ', 'trash', '.']"	['B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]	['When pigs fly']	english	['when pigs fly']	[1.0]	False	['B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
I let out the cat of the bag about my new girlfriend.	['I ', 'let ', 'out ', 'the ', 'cat ', 'of ', 'the ', 'bag ', 'about ', 'my ', 'new ', 'girlfriend', '.']	['O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']	[0, 1, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0]	['let out the cat of the bag']	english	['let out the cat of the bag']	[1.0]	False	['O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']
Sam let out the cat of the bag about his new job.	['Sam ', 'let ', 'out ', 'the ', 'cat ', 'of ', 'the ', 'bag ', 'about ', 'his ', 'new ', 'job', '.']	['O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']	[0, 1, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0]	['let out the cat of the bag']	english	['let out the cat of the bag']	[1.0]	False	['O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']
The police will turn a blind eye once.	['The ', 'police ', 'will ', 'turn ', 'a ', 'blind ', 'eye ', 'once', '.']	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 1, 2, 2, 2, 0, 0]	['turn a blind eye']	english	['turn a blind eye']	[1.0]	False	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']
Stop beating around the bush and tell me exactly what happened.	['Stop ', 'beating ', 'around ', 'the ', 'bush ', 'and ', 'tell ', 'me ', 'exactly ', 'what ', 'happened', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[]	english	['beating around the bush']	[1.0]	False	['O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Come on, spill the beans now, I wanna know!	['Come ', 'on', ', ', 'spill ', 'the ', 'beans ', 'now', ', ', 'I ', 'wanna ', 'know', '!']	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0]	['spill the beans']	english	['spill the beans']	[1.0]	False	['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']
Written tests are his Achilles' heel.	"['Written ', 'tests ', 'are ', 'his ', 'Achilles', ""' "", 'heel', '.']"	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 1, 2, 2, 0]	"[""Achilles' heel""]"	english	"[""achilles' heel""]"	[1.0]	False	['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
I think I don't need to tell you that, actions speak louder that words.	"['I ', 'think ', 'I ', 'do', ""n't "", 'need ', 'to ', 'tell ', 'you ', 'that', ', ', 'actions ', 'speak ', 'louder ', 'that ', 'words', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[]	english	['actions speak louder that words']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Come on, you can do it, it's not rocket science!	"['Come ', 'on', ', ', 'you ', 'can ', 'do ', 'it', ', ', 'it', ""'s "", 'not ', 'rocket ', 'science', '!']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0]	"[""it's not rocket science""]"	english	"[""it's not rocket science""]"	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Eventually he did it, better late than never!	['Eventually ', 'he ', 'did ', 'it', ', ', 'better ', 'late ', 'than ', 'never', '!']	['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 1, 2, 2, 2, 0]	['better late than never']	english	['better late than never']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
