sentence	true_idioms	final_variant	variant_number	tokens	tags	tag_ids	language	predicted_idioms	ratios	hallucinated	predicted_tags
I think I don't need to tell you that, actions speak louder that words.	[]	While observing the two competing street performers, one a soft-spoken poet and the other a mime whose stomping and slapping easily drowned out the recitation, I think I don't need to tell you that actions speak louder than words.	1	"['While', 'observing', 'the', 'two', 'competing', 'street', 'performers', ',', 'one', 'a', 'soft', '-', 'spoken', 'poet', 'and', 'the', 'other', 'a', 'mime', 'whose', 'stomping', 'and', 'slapping', 'easily', 'drowned', 'out', 'the', 'recitation', ',', 'I', 'think', 'I', 'don', ""'"", 't', 'need', 'to', 'tell', 'you', 'that', 'actions', 'speak', 'louder', 'than', 'words', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['actions speak louder than words']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
I think I don't need to tell you that, actions speak louder that words.	[]	After analyzing the sound data from the acoustics lab where we compared the decibel levels of a subject speaking versus the noise generated by them assembling furniture, I think I don't need to tell you that actions speak louder than words.	2	"['After', 'analyzing', 'the', 'sound', 'data', 'from', 'the', 'acoustics', 'lab', 'where', 'we', 'compared', 'the', 'decibel', 'levels', 'of', 'a', 'subject', 'speaking', 'versus', 'the', 'noise', 'generated', 'by', 'them', 'assembling', 'furniture', ',', 'I', 'think', 'I', 'don', ""'"", 't', 'need', 'to', 'tell', 'you', 'that', 'actions', 'speak', 'louder', 'than', 'words', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['actions speak louder than words']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
I think I don't need to tell you that, actions speak louder that words.	[]	During the disastrous family game night, where my uncle's frantic stomping to act out 'dinosaur' in charades completely overwhelmed my aunt's attempt to whisper a secret clue, I think I don't need to tell you that actions speak louder than words.	3	"['During', 'the', 'disastrous', 'family', 'game', 'night', ',', 'where', 'my', 'uncle', ""'"", 's', 'frantic', 'stomping', 'to', 'act', 'out', ""'"", 'dinosaur', ""'"", 'in', 'charades', 'completely', 'overwhelmed', 'my', 'aunt', ""'"", 's', 'attempt', 'to', 'whisper', 'a', 'secret', 'clue', ',', 'I', 'think', 'I', 'don', ""'"", 't', 'need', 'to', 'tell', 'you', 'that', 'actions', 'speak', 'louder', 'than', 'words', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['actions speak louder than words']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
I think I don't need to tell you that, actions speak louder that words.	[]	At the tech demonstration, the presenter’s voice was completely lost in the cacophony of the robot's own grinding gears and powerful hydraulic movements, so I think I don't need to tell you that actions speak louder than words.	4	"['At', 'the', 'tech', 'demonstration', ',', 'the', 'presenter', '’', 's', 'voice', 'was', 'completely', 'lost', 'in', 'the', 'cacophony', 'of', 'the', 'robot', ""'"", 's', 'own', 'grinding', 'gears', 'and', 'powerful', 'hydraulic', 'movements', ',', 'so', 'I', 'think', 'I', 'don', ""'"", 't', 'need', 'to', 'tell', 'you', 'that', 'actions', 'speak', 'louder', 'than', 'words', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['actions speak louder than words']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
I think I don't need to tell you that, actions speak louder that words.	[]	As the politician on the podium attempted to deliver a speech that was rendered inaudible by the synchronized drumming and marching of the protesters below, I think I don't need to tell you that actions speak louder than words.	5	"['As', 'the', 'politician', 'on', 'the', 'podium', 'attempted', 'to', 'deliver', 'a', 'speech', 'that', 'was', 'rendered', 'inaudible', 'by', 'the', 'synchronized', 'drumming', 'and', 'marching', 'of', 'the', 'protesters', 'below', ',', 'I', 'think', 'I', 'don', ""'"", 't', 'need', 'to', 'tell', 'you', 'that', 'actions', 'speak', 'louder', 'than', 'words', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['actions speak louder than words']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Come on, you can do it, it's not rocket science!	[]	As the two engineering students reviewed the daunting curriculum for their desired aerospace specialization, one expressed deep anxiety about the advanced propulsion theory course, so their friend pointed to the prerequisite 'Introduction to Statics' syllabus and encouraged him by saying 'Come on, you can do it, it's not rocket science!'.	1	"['As', 'the', 'two', 'engineering', 'students', 'reviewed', 'the', 'daunting', 'curriculum', 'for', 'their', 'desired', 'aerospace', 'specialization', ',', 'one', 'expressed', 'deep', 'anxiety', 'about', 'the', 'advanced', 'propulsion', 'theory', 'course', ',', 'so', 'their', 'friend', 'pointed', 'to', 'the', 'prerequisite', ""'"", 'Introduction', 'to', 'Statics', ""'"", 'syllabus', 'and', 'encouraged', 'him', 'by', 'saying', ""'"", 'Come', 'on', ',', 'you', 'can', 'do', 'it', ',', 'it', ""'"", 's', 'not', 'rocket', 'science', '!', ""'"", '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	"[""it's not rocket science""]"	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O']
Come on, you can do it, it's not rocket science!	[]	Standing before the intimidatingly complex schematic of an ion propulsion engine at the space museum, one friend hesitated before trying the nearby hands-on exhibit about basic electrical circuits, so the other nudged them forward, encouraging them 'Come on, you can do it, it's not rocket science!'.	2	"['Standing', 'before', 'the', 'intimidatingly', 'complex', 'schematic', 'of', 'an', 'ion', 'propulsion', 'engine', 'at', 'the', 'space', 'museum', ',', 'one', 'friend', 'hesitated', 'before', 'trying', 'the', 'nearby', 'hands', '-', 'on', 'exhibit', 'about', 'basic', 'electrical', 'circuits', ',', 'so', 'the', 'other', 'nudged', 'them', 'forward', ',', 'encouraging', 'them', ""'"", 'Come', 'on', ',', 'you', 'can', 'do', 'it', ',', 'it', ""'"", 's', 'not', 'rocket', 'science', '!', ""'"", '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	"[""it's not rocket science""]"	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O']
Come on, you can do it, it's not rocket science!	[]	The junior astrophysicist was struggling to assemble her new office chair while her manager explained the complex orbital mechanics for the upcoming satellite launch, so he paused, pointed at the chair instructions and encouraged her by saying 'Come on, you can do it, it's not rocket science!'.	3	"['The', 'junior', 'astrophysicist', 'was', 'struggling', 'to', 'assemble', 'her', 'new', 'office', 'chair', 'while', 'her', 'manager', 'explained', 'the', 'complex', 'orbital', 'mechanics', 'for', 'the', 'upcoming', 'satellite', 'launch', ',', 'so', 'he', 'paused', ',', 'pointed', 'at', 'the', 'chair', 'instructions', 'and', 'encouraged', 'her', 'by', 'saying', ""'"", 'Come', 'on', ',', 'you', 'can', 'do', 'it', ',', 'it', ""'"", 's', 'not', 'rocket', 'science', '!', ""'"", '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	"[""it's not rocket science""]"	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O']
Come on, you can do it, it's not rocket science!	[]	After the teacher explained the difference between geology and aerospace engineering to the class, a student still couldn't grasp how to build a simple baking soda volcano for their project, so the teacher gently prompted, encouraging them 'Come on, you can do it, it's not rocket science!'.	4	"['After', 'the', 'teacher', 'explained', 'the', 'difference', 'between', 'geology', 'and', 'aerospace', 'engineering', 'to', 'the', 'class', ',', 'a', 'student', 'still', 'couldn', ""'"", 't', 'grasp', 'how', 'to', 'build', 'a', 'simple', 'baking', 'soda', 'volcano', 'for', 'their', 'project', ',', 'so', 'the', 'teacher', 'gently', 'prompted', ',', 'encouraging', 'them', ""'"", 'Come', 'on', ',', 'you', 'can', 'do', 'it', ',', 'it', ""'"", 's', 'not', 'rocket', 'science', '!', ""'"", '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	"[""it's not rocket science""]"	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O']
Come on, you can do it, it's not rocket science!	[]	The applicant for the NASA internship was intimidated when the interview shifted from discussing his model rocketry hobby to a simple logic puzzle on the whiteboard, so the interviewer encouraged him by saying 'Come on, you can do it, it's not rocket science!'.	5	"['The', 'applicant', 'for', 'the', 'NASA', 'internship', 'was', 'intimidated', 'when', 'the', 'interview', 'shifted', 'from', 'discussing', 'his', 'model', 'rocketry', 'hobby', 'to', 'a', 'simple', 'logic', 'puzzle', 'on', 'the', 'whiteboard', ',', 'so', 'the', 'interviewer', 'encouraged', 'him', 'by', 'saying', ""'"", 'Come', 'on', ',', 'you', 'can', 'do', 'it', ',', 'it', ""'"", 's', 'not', 'rocket', 'science', '!', ""'"", '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	"[""it's not rocket science""]"	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O']
Eventually he did it, better late than never!	['better late than never']	The software engineer watched the automated test fail again with a `STATUS: NEVER_COMPLETED` error, but after rewriting a key function, the program finally ran to completion, flagging the result as valid but past the deadline, so he thought, eventually he did it, better late than never!	1	['The', 'software', 'engineer', 'watched', 'the', 'automated', 'test', 'fail', 'again', 'with', 'a', '`', 'STATUS', ':', 'NEVER_COMPLETED', '`', 'error', ',', 'but', 'after', 'rewriting', 'a', 'key', 'function', ',', 'the', 'program', 'finally', 'ran', 'to', 'completion', ',', 'flagging', 'the', 'result', 'as', 'valid', 'but', 'past', 'the', 'deadline', ',', 'so', 'he', 'thought', ',', 'eventually', 'he', 'did', 'it', ',', 'better', 'late', 'than', 'never', '!']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]	english	['better late than never']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Eventually he did it, better late than never!	['better late than never']	The editor sighed as the poet agonized over the title for his final collection on regret, weighing his two stark choices, 'Late' and 'Never,' but when the poet finally circled the first option on the proof, the editor felt a wave of relief, thinking to himself that eventually he did it, better late than never!	2	"['The', 'editor', 'sighed', 'as', 'the', 'poet', 'agonized', 'over', 'the', 'title', 'for', 'his', 'final', 'collection', 'on', 'regret', ',', 'weighing', 'his', 'two', 'stark', 'choices', ',', ""'"", 'Late', ""'"", 'and', ""'"", 'Never', ',', ""'"", 'but', 'when', 'the', 'poet', 'finally', 'circled', 'the', 'first', 'option', 'on', 'the', 'proof', ',', 'the', 'editor', 'felt', 'a', 'wave', 'of', 'relief', ',', 'thinking', 'to', 'himself', 'that', 'eventually', 'he', 'did', 'it', ',', 'better', 'late', 'than', 'never', '!']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]	english	['better late than never']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Eventually he did it, better late than never!	['better late than never']	Staring at the game's final challenge, he knew that failing meant the 'NEVER' achievement while just succeeding after the timer expired would grant the 'LATE' one, and after his final, desperate move, the lesser of the two awards flashed on screen, prompting the thought, eventually he did it, better late than never!	3	"['Staring', 'at', 'the', 'game', ""'"", 's', 'final', 'challenge', ',', 'he', 'knew', 'that', 'failing', 'meant', 'the', ""'"", 'NEVER', ""'"", 'achievement', 'while', 'just', 'succeeding', 'after', 'the', 'timer', 'expired', 'would', 'grant', 'the', ""'"", 'LATE', ""'"", 'one', ',', 'and', 'after', 'his', 'final', ',', 'desperate', 'move', ',', 'the', 'lesser', 'of', 'the', 'two', 'awards', 'flashed', 'on', 'screen', ',', 'prompting', 'the', 'thought', ',', 'eventually', 'he', 'did', 'it', ',', 'better', 'late', 'than', 'never', '!']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]	english	['better late than never']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
