sentence	true_idioms	final_variant	variant_number	tokens	tags	tag_ids	language	responses	predicted_idioms	ratios	hallucinated	predicted_tags
Sie trug wesentlich dazu bei, dass der zuvor beliebte König in Ungnade fiel.	['in Ungnade fiel']	"Die Baronin lud den gesamten Hofstaat zu ihrem neu erworbenen, aber tückisch baufälligen Anwesen ""Gut Ungnade"" ein und inszenierte dort einen peinlichen Vorfall mit einem losen Teppich, sie trug wesentlich dazu bei, dass der zuvor beliebte König in Ungnade fiel."	4	"['Die', 'Baronin', 'lud', 'den', 'gesamten', 'Hofstaat', 'zu', 'ihrem', 'neu', 'erworbenen', ',', 'aber', 'tückisch', 'baufälligen', 'Anwesen', '""', 'Gut', 'Ungnade', '""', 'ein', 'und', 'inszenierte', 'dort', 'einen', 'peinlichen', 'Vorfall', 'mit', 'einem', 'losen', 'Teppich', ',', 'sie', 'trug', 'wesentlich', 'dazu', 'bei', ',', 'dass', 'der', 'zuvor', 'beliebte', 'König', 'in', 'Ungnade', 'fiel', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'token_usage': {'completion_tokens': 25, 'prompt_tokens': 406, 'total_tokens': 431, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'cached_tokens': 0}, 'model_name': 'Qwen/Qwen2.5-72B-Instruct-Turbo', 'system_fingerprint': None, 'finish_reason': 'tool_calls', 'logprobs': None}, 'type': 'ai', 'name': None, 'id': 'run--41722bfe-3f39-41b7-8512-1b8cf6cec2fe-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['in Ungnade fiel']}, 'id': 'call_lty4og091mgbocvd08qmjkbj', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 406, 'output_tokens': 25, 'total_tokens': 431, 'input_token_details': {}, 'output_token_details': {}}}, 'parsed': {'idioms': ['in Ungnade fiel']}}]	['in ungnade fiel']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Sie trug wesentlich dazu bei, dass der zuvor beliebte König in Ungnade fiel.	['in Ungnade fiel']	Während des großen Maskenballs, der auf dem spiegelglatten neuen Parkett der Gräfin von Ungnade stattfand, führte sie eine riskante Tanzfigur aus, die den Monarchen spektakulär aus dem Gleichgewicht brachte, sie trug wesentlich dazu bei, dass der zuvor beliebte König in Ungnade fiel.	5	['Während', 'des', 'großen', 'Maskenballs', ',', 'der', 'auf', 'dem', 'spiegelglatten', 'neuen', 'Parkett', 'der', 'Gräfin', 'von', 'Ungnade', 'stattfand', ',', 'führte', 'sie', 'eine', 'riskante', 'Tanzfigur', 'aus', ',', 'die', 'den', 'Monarchen', 'spektakulär', 'aus', 'dem', 'Gleichgewicht', 'brachte', ',', 'sie', 'trug', 'wesentlich', 'dazu', 'bei', ',', 'dass', 'der', 'zuvor', 'beliebte', 'König', 'in', 'Ungnade', 'fiel', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'token_usage': {'completion_tokens': 25, 'prompt_tokens': 411, 'total_tokens': 436, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'cached_tokens': 0}, 'model_name': 'Qwen/Qwen2.5-72B-Instruct-Turbo', 'system_fingerprint': None, 'finish_reason': 'tool_calls', 'logprobs': None}, 'type': 'ai', 'name': None, 'id': 'run--e88c5713-cff8-4b35-8569-85d1b5cd5920-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['in Ungnade fiel']}, 'id': 'call_vwv1p1nh6evq7kfziv973cxu', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 411, 'output_tokens': 25, 'total_tokens': 436, 'input_token_details': {}, 'output_token_details': {}}}, 'parsed': {'idioms': ['in Ungnade fiel']}}]	['in ungnade fiel']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Hat er noch was gesagt? — Nee. Er war kurz angebunden.	['kurz angebunden']	Ich habe gerade nach dem Kutter am Steg gesehen, den Paul festgemacht hat. Hat er noch was gesagt? — Nee. Er war kurz angebunden.	1	['Ich', 'habe', 'gerade', 'nach', 'dem', 'Kutter', 'am', 'Steg', 'gesehen', ',', 'den', 'Paul', 'festgemacht', 'hat', '.', 'Hat', 'er', 'noch', 'was', 'gesagt', '?', '—', 'Nee', '.', 'Er', 'war', 'kurz', 'angebunden', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'token_usage': {'completion_tokens': 25, 'prompt_tokens': 364, 'total_tokens': 389, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'cached_tokens': 0}, 'model_name': 'Qwen/Qwen2.5-72B-Instruct-Turbo', 'system_fingerprint': None, 'finish_reason': 'tool_calls', 'logprobs': None}, 'type': 'ai', 'name': None, 'id': 'run--c8377cc1-0f2f-491b-8892-bbc9216fcf95-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['kurz angebunden']}, 'id': 'call_zb3017zfei4ks8tj2yrs1l5y', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 364, 'output_tokens': 25, 'total_tokens': 389, 'input_token_details': {}, 'output_token_details': {}}}, 'parsed': {'idioms': ['kurz angebunden']}}]	['kurz angebunden']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']
Hat er noch was gesagt? — Nee. Er war kurz angebunden.	['kurz angebunden']	Der neue Patient in der Notaufnahme ist extrem aggressiv und musste für die Behandlung fixiert werden. Hat er noch was gesagt? — Nee. Er war kurz angebunden.	2	['Der', 'neue', 'Patient', 'in', 'der', 'Notaufnahme', 'ist', 'extrem', 'aggressiv', 'und', 'musste', 'für', 'die', 'Behandlung', 'fixiert', 'werden', '.', 'Hat', 'er', 'noch', 'was', 'gesagt', '?', '—', 'Nee', '.', 'Er', 'war', 'kurz', 'angebunden', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'token_usage': {'completion_tokens': 25, 'prompt_tokens': 368, 'total_tokens': 393, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'cached_tokens': 0}, 'model_name': 'Qwen/Qwen2.5-72B-Instruct-Turbo', 'system_fingerprint': None, 'finish_reason': 'tool_calls', 'logprobs': None}, 'type': 'ai', 'name': None, 'id': 'run--1e7d174b-b4e8-4484-888e-3ee12f863e35-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['kurz angebunden']}, 'id': 'call_5ocir6cpi72qftg35tu516rr', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 368, 'output_tokens': 25, 'total_tokens': 393, 'input_token_details': {}, 'output_token_details': {}}}, 'parsed': {'idioms': ['kurz angebunden']}}]	['kurz angebunden']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']
Hat er noch was gesagt? — Nee. Er war kurz angebunden.	['kurz angebunden']	Ich komme gerade aus dem Verhörraum, wo der Verdächtige auf dem Stuhl festsitzt. Hat er noch was gesagt? — Nee. Er war kurz angebunden.	3	['Ich', 'komme', 'gerade', 'aus', 'dem', 'Verhörraum', ',', 'wo', 'der', 'Verdächtige', 'auf', 'dem', 'Stuhl', 'festsitzt', '.', 'Hat', 'er', 'noch', 'was', 'gesagt', '?', '—', 'Nee', '.', 'Er', 'war', 'kurz', 'angebunden', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'token_usage': {'completion_tokens': 24, 'prompt_tokens': 371, 'total_tokens': 395, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'cached_tokens': 0}, 'model_name': 'Qwen/Qwen2.5-72B-Instruct-Turbo', 'system_fingerprint': None, 'finish_reason': 'tool_calls', 'logprobs': None}, 'type': 'ai', 'name': None, 'id': 'run--d5442d09-38fd-4f7b-b1e4-1e3138ffd7aa-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['kurz angebunden']}, 'id': 'call_rrf0eiva60gzg1ecvjbqc0rw', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 371, 'output_tokens': 24, 'total_tokens': 395, 'input_token_details': {}, 'output_token_details': {}}}, 'parsed': {'idioms': ['kurz angebunden']}}]	['kurz angebunden']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']
Hat er noch was gesagt? — Nee. Er war kurz angebunden.	['kurz angebunden']	Der mürrische Landwirt hat gerade sein Pferd am Zaunpfahl festgemacht, bevor er in den Laden ging. Hat er noch was gesagt? — Nee. Er war kurz angebunden.	4	['Der', 'mürrische', 'Landwirt', 'hat', 'gerade', 'sein', 'Pferd', 'am', 'Zaunpfahl', 'festgemacht', ',', 'bevor', 'er', 'in', 'den', 'Laden', 'ging', '.', 'Hat', 'er', 'noch', 'was', 'gesagt', '?', '—', 'Nee', '.', 'Er', 'war', 'kurz', 'angebunden', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'token_usage': {'completion_tokens': 24, 'prompt_tokens': 373, 'total_tokens': 397, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'cached_tokens': 0}, 'model_name': 'Qwen/Qwen2.5-72B-Instruct-Turbo', 'system_fingerprint': None, 'finish_reason': 'tool_calls', 'logprobs': None}, 'type': 'ai', 'name': None, 'id': 'run--e5d310e8-a4c3-414b-a19b-ec2ed48593a9-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['kurz angebunden']}, 'id': 'call_gl8gzvkyzl6ybacsag6243k0', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 373, 'output_tokens': 24, 'total_tokens': 397, 'input_token_details': {}, 'output_token_details': {}}}, 'parsed': {'idioms': ['kurz angebunden']}}]	['kurz angebunden']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']
Hat er noch was gesagt? — Nee. Er war kurz angebunden.	['kurz angebunden']	Der Buchbinder schien sehr im Stress zu sein, als er den Stapel Manuskripte verschnürt hat. Hat er noch was gesagt? — Nee. Er war kurz angebunden.	5	['Der', 'Buchbinder', 'schien', 'sehr', 'im', 'Stress', 'zu', 'sein', ',', 'als', 'er', 'den', 'Stapel', 'Manuskripte', 'verschnürt', 'hat', '.', 'Hat', 'er', 'noch', 'was', 'gesagt', '?', '—', 'Nee', '.', 'Er', 'war', 'kurz', 'angebunden', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'token_usage': {'completion_tokens': 24, 'prompt_tokens': 371, 'total_tokens': 395, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'cached_tokens': 0}, 'model_name': 'Qwen/Qwen2.5-72B-Instruct-Turbo', 'system_fingerprint': None, 'finish_reason': 'tool_calls', 'logprobs': None}, 'type': 'ai', 'name': None, 'id': 'run--e3117272-c268-4d98-86a6-abd14f8c961f-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['kurz angebunden']}, 'id': 'call_3ee6hk2ae3wq9xgezdax8oo4', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 371, 'output_tokens': 24, 'total_tokens': 395, 'input_token_details': {}, 'output_token_details': {}}}, 'parsed': {'idioms': ['kurz angebunden']}}]	['kurz angebunden']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']
Wenn man die Autobahn nimmt, ist man schneller da, aber wenn man über die Dörfer fährt, sieht man mehr.	[]	Bei der Diskussion über die neue Projektmanagement-Methode wurde klar, dass es zwei grundlegende Philosophien im Team gab, denn wenn man die Autobahn nimmt, ist man schneller da, aber wenn man über die Dörfer fährt, sieht man mehr.	1	['Bei', 'der', 'Diskussion', 'über', 'die', 'neue', 'Projektmanagement', '-', 'Methode', 'wurde', 'klar', ',', 'dass', 'es', 'zwei', 'grundlegende', 'Philosophien', 'im', 'Team', 'gab', ',', 'denn', 'wenn', 'man', 'die', 'Autobahn', 'nimmt', ',', 'ist', 'man', 'schneller', 'da', ',', 'aber', 'wenn', 'man', 'über', 'die', 'Dörfer', 'fährt', ',', 'sieht', 'man', 'mehr', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	german	[{'raw': {'content': '', 'response_metadata': {'token_usage': {'completion_tokens': 50, 'prompt_tokens': 385, 'total_tokens': 435, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'cached_tokens': 0}, 'model_name': 'Qwen/Qwen2.5-72B-Instruct-Turbo', 'system_fingerprint': None, 'finish_reason': 'tool_calls', 'logprobs': None}, 'type': 'ai', 'name': None, 'id': 'run--b9a90c99-0a7f-42c9-8c11-172ef0421346-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['wenn man die Autobahn nimmt, ist man schneller da, aber wenn man über die Dörfer fährt, sieht man mehr']}, 'id': 'call_oowlznvj96ez1vpy74sgn34r', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 385, 'output_tokens': 50, 'total_tokens': 435, 'input_token_details': {}, 'output_token_details': {}}}, 'parsed': {'idioms': ['wenn man die Autobahn nimmt, ist man schneller da, aber wenn man über die Dörfer fährt, sieht man mehr']}}]	['wenn man die autobahn nimmt, ist man schneller da, aber wenn man über die dörfer fährt, sieht man mehr']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Wenn man die Autobahn nimmt, ist man schneller da, aber wenn man über die Dörfer fährt, sieht man mehr.	[]	Der erfahrene Programmierer erklärte dem Neuling den Unterschied zwischen der Verwendung einer High-Level-Bibliothek und dem Schreiben von Code von Grund auf und fasste zusammen, wenn man die Autobahn nimmt, ist man schneller da, aber wenn man über die Dörfer fährt, sieht man mehr.	2	['Der', 'erfahrene', 'Programmierer', 'erklärte', 'dem', 'Neuling', 'den', 'Unterschied', 'zwischen', 'der', 'Verwendung', 'einer', 'High', '-', 'Level', '-', 'Bibliothek', 'und', 'dem', 'Schreiben', 'von', 'Code', 'von', 'Grund', 'auf', 'und', 'fasste', 'zusammen', ',', 'wenn', 'man', 'die', 'Autobahn', 'nimmt', ',', 'ist', 'man', 'schneller', 'da', ',', 'aber', 'wenn', 'man', 'über', 'die', 'Dörfer', 'fährt', ',', 'sieht', 'man', 'mehr', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	german	[{'raw': {'content': '', 'response_metadata': {'token_usage': {'completion_tokens': 50, 'prompt_tokens': 398, 'total_tokens': 448, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'cached_tokens': 0}, 'model_name': 'Qwen/Qwen2.5-72B-Instruct-Turbo', 'system_fingerprint': None, 'finish_reason': 'tool_calls', 'logprobs': None}, 'type': 'ai', 'name': None, 'id': 'run--07dd5cdc-9295-4a41-9ba7-4fb90a798787-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['wenn man die Autobahn nimmt, ist man schneller da, aber wenn man über die Dörfer fährt, sieht man mehr']}, 'id': 'call_mwroylstfm7ebe9yltzcz0s5', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 398, 'output_tokens': 50, 'total_tokens': 448, 'input_token_details': {}, 'output_token_details': {}}}, 'parsed': {'idioms': ['wenn man die Autobahn nimmt, ist man schneller da, aber wenn man über die Dörfer fährt, sieht man mehr']}}]	['wenn man die autobahn nimmt, ist man schneller da, aber wenn man über die dörfer fährt, sieht man mehr']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Wenn man die Autobahn nimmt, ist man schneller da, aber wenn man über die Dörfer fährt, sieht man mehr.	[]	In der Lebensberatung ging es um die Frage, ob man seine Karriereziele direkt verfolgen oder auch mal Umwege zur persönlichen Entwicklung in Kauf nehmen sollte, denn letztlich gilt, wenn man die Autobahn nimmt, ist man schneller da, aber wenn man über die Dörfer fährt, sieht man mehr.	3	['In', 'der', 'Lebensberatung', 'ging', 'es', 'um', 'die', 'Frage', ',', 'ob', 'man', 'seine', 'Karriereziele', 'direkt', 'verfolgen', 'oder', 'auch', 'mal', 'Umwege', 'zur', 'persönlichen', 'Entwicklung', 'in', 'Kauf', 'nehmen', 'sollte', ',', 'denn', 'letztlich', 'gilt', ',', 'wenn', 'man', 'die', 'Autobahn', 'nimmt', ',', 'ist', 'man', 'schneller', 'da', ',', 'aber', 'wenn', 'man', 'über', 'die', 'Dörfer', 'fährt', ',', 'sieht', 'man', 'mehr', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	german	[{'raw': {'content': '', 'response_metadata': {'token_usage': {'completion_tokens': 35, 'prompt_tokens': 401, 'total_tokens': 436, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'cached_tokens': 0}, 'model_name': 'Qwen/Qwen2.5-72B-Instruct-Turbo', 'system_fingerprint': None, 'finish_reason': 'tool_calls', 'logprobs': None}, 'type': 'ai', 'name': None, 'id': 'run--dbf3069c-9a8b-4a3a-92d3-28c5adf21bf8-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['in Kauf nehmen', 'ist man schneller da', 'sieht man mehr']}, 'id': 'call_xqx0coa3bmevjxx1ubipk21f', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 401, 'output_tokens': 35, 'total_tokens': 436, 'input_token_details': {}, 'output_token_details': {}}}, 'parsed': {'idioms': ['in Kauf nehmen', 'ist man schneller da', 'sieht man mehr']}}]	['in kauf nehmen', 'ist man schneller da', 'sieht man mehr']	[1.0, 1.0, 1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
