sentence	true_idioms	final_variant	variant_number	tokens	tags	tag_ids	language	responses	predicted_idioms	ratios	hallucinated	predicted_tags
Ohne Beute mussten die Täter Fersengeld geben.	['Fersengeld geben']	In der exklusiven Schuhmanufaktur, die für ihre speziellen Einlagen und Fersenpolster bekannt war, misslang der Versuch, eine seltene Lieferung zu stehlen. Ohne Beute mussten die Täter Fersengeld geben.	1	['In', 'der', 'exklusiven', 'Schuhmanufaktur', ',', 'die', 'für', 'ihre', 'speziellen', 'Einlagen', 'und', 'Fersenpolster', 'bekannt', 'war', ',', 'misslang', 'der', 'Versuch', ',', 'eine', 'seltene', 'Lieferung', 'zu', 'stehlen', '.', 'Ohne', 'Beute', 'mussten', 'die', 'Täter', 'Fersengeld', 'geben', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--d74eef43-621e-4277-b9be-4ff4bba70466-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['Fersengeld geben']}, 'id': 'f0febcb5-9eb5-4a4e-9c90-e362b0661245', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 251, 'output_tokens': 19, 'total_tokens': 270, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': ['Fersengeld geben']}}]	['fersengeld geben']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']
Ohne Beute mussten die Täter Fersengeld geben.	['Fersengeld geben']	Die Diebesgilde hatte eine eigene Währung für interne Strafzahlungen, die sie nach dem Spitznamen ihres Anführers benannt hatte. Der nächste Einbruch war fehlgeschlagen. Ohne Beute mussten die Täter Fersengeld geben.	3	['Die', 'Diebesgilde', 'hatte', 'eine', 'eigene', 'Währung', 'für', 'interne', 'Strafzahlungen', ',', 'die', 'sie', 'nach', 'dem', 'Spitznamen', 'ihres', 'Anführers', 'benannt', 'hatte', '.', 'Der', 'nächste', 'Einbruch', 'war', 'fehlgeschlagen', '.', 'Ohne', 'Beute', 'mussten', 'die', 'Täter', 'Fersengeld', 'geben', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--5d27a3c0-53a6-4acc-8e30-5bea52d451c4-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['Fersengeld geben']}, 'id': '13f99121-bb25-4106-a8b5-b4aa096f8ef1', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 252, 'output_tokens': 19, 'total_tokens': 271, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': ['Fersengeld geben']}}]	['fersengeld geben']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']
Ohne Beute mussten die Täter Fersengeld geben.	['Fersengeld geben']	In dem bizarren Spielcasino, wo alle Schulden symbolisch mit Zahlungen für orthopädische Hilfsmittel beglichen wurden, hatten die Spieler eine glückliche Nacht, denn ein Einbruch war fehlgeschlagen. Ohne Beute mussten die Täter Fersengeld geben.	4	['In', 'dem', 'bizarren', 'Spielcasino', ',', 'wo', 'alle', 'Schulden', 'symbolisch', 'mit', 'Zahlungen', 'für', 'orthopädische', 'Hilfsmittel', 'beglichen', 'wurden', ',', 'hatten', 'die', 'Spieler', 'eine', 'glückliche', 'Nacht', ',', 'denn', 'ein', 'Einbruch', 'war', 'fehlgeschlagen', '.', 'Ohne', 'Beute', 'mussten', 'die', 'Täter', 'Fersengeld', 'geben', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--bfdc8e89-e4c5-450a-9ac9-020d6154e637-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['Fersengeld geben']}, 'id': '281fbc99-142f-4018-8c73-a033e197242c', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 261, 'output_tokens': 19, 'total_tokens': 280, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': ['Fersengeld geben']}}]	['fersengeld geben']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']
Ohne Beute mussten die Täter Fersengeld geben.	['Fersengeld geben']	Im Museum, direkt vor der Ausstellung über mittelalterliche Rechtspraktiken und Sühnezahlungen, endete der dilettantische Versuch eines Taschendiebstahls kläglich. Ohne Beute mussten die Täter Fersengeld geben.	5	['Im', 'Museum', ',', 'direkt', 'vor', 'der', 'Ausstellung', 'über', 'mittelalterliche', 'Rechtspraktiken', 'und', 'Sühnezahlungen', ',', 'endete', 'der', 'dilettantische', 'Versuch', 'eines', 'Taschendiebstahls', 'kläglich', '.', 'Ohne', 'Beute', 'mussten', 'die', 'Täter', 'Fersengeld', 'geben', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--20aa637f-3b77-4a7e-89d8-6f86f18db7ae-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['Fersengeld geben']}, 'id': '7c91fd20-eb90-4591-b409-b836b09ad860', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 254, 'output_tokens': 19, 'total_tokens': 273, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': ['Fersengeld geben']}}]	['fersengeld geben']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']
Das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.	['einen Strick drehen']	In der Werkstatt für historisches Handwerk, wo die Lehrlinge gerade das Spinnen von Hanffasern zu Seilen übten, äußerte sich einer besorgt über seine flapsige Kritik am Meister. Sein Kollege klopfte ihm auf die Schulter. Das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.	1	['In', 'der', 'Werkstatt', 'für', 'historisches', 'Handwerk', ',', 'wo', 'die', 'Lehrlinge', 'gerade', 'das', 'Spinnen', 'von', 'Hanffasern', 'zu', 'Seilen', 'übten', ',', 'äußerte', 'sich', 'einer', 'besorgt', 'über', 'seine', 'flapsige', 'Kritik', 'am', 'Meister', '.', 'Sein', 'Kollege', 'klopfte', 'ihm', 'auf', 'die', 'Schulter', '.', 'Das', 'war', 'eine', 'ganz', 'harmlose', 'Bemerkung', '.', 'Daraus', 'kann', 'dir', 'niemand', 'einen', 'Strick', 'drehen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--71d99c18-6989-40f3-9d5b-f4c87905ef75-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['einen Strick drehen']}, 'id': '738cef57-6ffd-4288-a554-ab6eef01e4c4', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 275, 'output_tokens': 19, 'total_tokens': 294, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': ['einen Strick drehen']}}]	['einen strick drehen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.	['einen Strick drehen']	Der junge Bühnenarbeiter bereitete die Requisiten für die Hinrichtungsszene vor und machte sich gleichzeitig Gedanken über seine freche Antwort an den Regisseur. Sein erfahrener Partner sah seine Verunsicherung. Das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.	2	['Der', 'junge', 'Bühnenarbeiter', 'bereitete', 'die', 'Requisiten', 'für', 'die', 'Hinrichtungsszene', 'vor', 'und', 'machte', 'sich', 'gleichzeitig', 'Gedanken', 'über', 'seine', 'freche', 'Antwort', 'an', 'den', 'Regisseur', '.', 'Sein', 'erfahrener', 'Partner', 'sah', 'seine', 'Verunsicherung', '.', 'Das', 'war', 'eine', 'ganz', 'harmlose', 'Bemerkung', '.', 'Daraus', 'kann', 'dir', 'niemand', 'einen', 'Strick', 'drehen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--dee8102d-8068-46f5-aa86-bc554b133f65-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['einen Strick drehen']}, 'id': 'c30c5fc5-3c86-4489-9c82-a478f9e200ce', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 264, 'output_tokens': 19, 'total_tokens': 283, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': ['einen Strick drehen']}}]	['einen strick drehen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.	['einen Strick drehen']	Während des Survival-Trainings, bei dem die Gruppe sowohl eine komplexe Teamaufgabe lösen als auch aus Pflanzenfasern eine Kordel herstellen musste, fürchtete ein Teilnehmer, sein Zwischenruf sei zu forsch gewesen. Die Trainerin winkte jedoch ab. Das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.	3	['Während', 'des', 'Survival', '-', 'Trainings', ',', 'bei', 'dem', 'die', 'Gruppe', 'sowohl', 'eine', 'komplexe', 'Teamaufgabe', 'lösen', 'als', 'auch', 'aus', 'Pflanzenfasern', 'eine', 'Kordel', 'herstellen', 'musste', ',', 'fürchtete', 'ein', 'Teilnehmer', ',', 'sein', 'Zwischenruf', 'sei', 'zu', 'forsch', 'gewesen', '.', 'Die', 'Trainerin', 'winkte', 'jedoch', 'ab', '.', 'Das', 'war', 'eine', 'ganz', 'harmlose', 'Bemerkung', '.', 'Daraus', 'kann', 'dir', 'niemand', 'einen', 'Strick', 'drehen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--8e8e246d-ada9-4075-ac96-1cd90d13a9dc-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['einen Strick drehen']}, 'id': '37e5bdf9-2959-4f57-9137-fc82e03fb9cf', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 275, 'output_tokens': 19, 'total_tokens': 294, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': ['einen Strick drehen']}}]	['einen strick drehen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.	['einen Strick drehen']	Beim Sortieren alter landwirtschaftlicher Geräte, darunter auch eine alte Seilmaschine, diskutierten die Museumsmitarbeiter über die umstrittene neue Ausstellungsordnung. Ein Volontär bereute seine kritische Anmerkung sofort wieder. Das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.	4	['Beim', 'Sortieren', 'alter', 'landwirtschaftlicher', 'Geräte', ',', 'darunter', 'auch', 'eine', 'alte', 'Seilmaschine', ',', 'diskutierten', 'die', 'Museumsmitarbeiter', 'über', 'die', 'umstrittene', 'neue', 'Ausstellungsordnung', '.', 'Ein', 'Volontär', 'bereute', 'seine', 'kritische', 'Anmerkung', 'sofort', 'wieder', '.', 'Das', 'war', 'eine', 'ganz', 'harmlose', 'Bemerkung', '.', 'Daraus', 'kann', 'dir', 'niemand', 'einen', 'Strick', 'drehen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--55d6e678-2d4b-4fac-9a67-222b829576f9-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['einen Strick drehen']}, 'id': '6d1dc9c6-2aea-4ce9-957b-9c477cee8869', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 268, 'output_tokens': 19, 'total_tokens': 287, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': ['einen Strick drehen']}}]	['einen strick drehen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.	['einen Strick drehen']	Nachdem er dem Kletterlehrer eine kritische Frage zur Sicherheit der Seilknoten gestellt hatte, dachte der Anfänger, er hätte den Lehrer vielleicht beleidigt. Ein anderer Kursteilnehmer beruhigte ihn leise. Das war eine ganz harmlose Bemerkung. Daraus kann dir niemand einen Strick drehen.	5	['Nachdem', 'er', 'dem', 'Kletterlehrer', 'eine', 'kritische', 'Frage', 'zur', 'Sicherheit', 'der', 'Seilknoten', 'gestellt', 'hatte', ',', 'dachte', 'der', 'Anfänger', ',', 'er', 'hätte', 'den', 'Lehrer', 'vielleicht', 'beleidigt', '.', 'Ein', 'anderer', 'Kursteilnehmer', 'beruhigte', 'ihn', 'leise', '.', 'Das', 'war', 'eine', 'ganz', 'harmlose', 'Bemerkung', '.', 'Daraus', 'kann', 'dir', 'niemand', 'einen', 'Strick', 'drehen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--ce77cf3d-82a8-4bcf-be0a-0957a4e7fa63-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['einen Strick drehen']}, 'id': 'b2c0d172-dd91-47ba-af93-0d355244581f', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 268, 'output_tokens': 19, 'total_tokens': 287, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': ['einen Strick drehen']}}]	['einen strick drehen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Wir haben gequatscht bis in die Puppen / Und vorher gingen wir sinnlos Shoppen	['bis in die Puppen']	Wir waren bei der nächtlichen Inventur im riesigen Spielwarengeschäft, während wir uns Regal für Regal durch die Gänge arbeiteten. Wir haben gequatscht bis in die Puppen / Und vorher gingen wir sinnlos Shoppen.	1	['Wir', 'waren', 'bei', 'der', 'nächtlichen', 'Inventur', 'im', 'riesigen', 'Spielwarengeschäft', ',', 'während', 'wir', 'uns', 'Regal', 'für', 'Regal', 'durch', 'die', 'Gänge', 'arbeiteten', '.', 'Wir', 'haben', 'gequatscht', 'bis', 'in', 'die', 'Puppen', '/', 'Und', 'vorher', 'gingen', 'wir', 'sinnlos', 'Shoppen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--9c9d560e-4303-415b-ba68-8f9095ffaf22-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['bis in die Puppen']}, 'id': '2d0dde17-dbaa-4ca5-8011-69d512d2974c', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 251, 'output_tokens': 19, 'total_tokens': 270, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': ['bis in die Puppen']}}]	['bis in die puppen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Wir haben gequatscht bis in die Puppen / Und vorher gingen wir sinnlos Shoppen	['bis in die Puppen']	Als leidenschaftliche Puppenmacherinnen, besprachen sie jedes Detail ihrer neuesten Kreationen und sichteten Materialien. Wir haben gequatscht bis in die Puppen / Und vorher gingen wir sinnlos Shoppen.	2	['Als', 'leidenschaftliche', 'Puppenmacherinnen', ',', 'besprachen', 'sie', 'jedes', 'Detail', 'ihrer', 'neuesten', 'Kreationen', 'und', 'sichteten', 'Materialien', '.', 'Wir', 'haben', 'gequatscht', 'bis', 'in', 'die', 'Puppen', '/', 'Und', 'vorher', 'gingen', 'wir', 'sinnlos', 'Shoppen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--cda25181-2dec-4539-a558-e974108e2374-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['in die Puppen']}, 'id': '2eece97a-761d-4fdb-bd16-f8ffca404ff1', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 244, 'output_tokens': 18, 'total_tokens': 262, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': ['in die Puppen']}}]	['in die puppen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
