sentence	PIE	true_idioms	is_figurative	variant_number	variant_sentence	tokens	tags	tag_ids	version	language	predicted_idioms	ratios	hallucinated	predicted_tags
Die Politiker kannste alle in einen Sack stecken und draufhauen – da triffste immer den Richtigen.	['in einen Sack stecken und draufhauen']	['in einen Sack stecken und draufhauen']	True	1	Auf dem Dorffest, wo wir die schlechten Kartoffeln für die Viehfütterung aussortierten, sie in einen großen Jutesack warfen und kräftig auf den Sack schlugen, um den Dreck zu lösen, kam das Gespräch auf die Kommunalwahlen und die allgemeine Stimmung war klar, denn die Politiker kannste alle in einen Sack stecken und draufhauen – da triffste immer den Richtigen.	['Auf', 'dem', 'Dorffest', ',', 'wo', 'wir', 'die', 'schlechten', 'Kartoffeln', 'für', 'die', 'Viehfütterung', 'aussortierten', ',', 'sie', 'in', 'einen', 'großen', 'Jutesack', 'warfen', 'und', 'kräftig', 'auf', 'den', 'Sack', 'schlugen', ',', 'um', 'den', 'Dreck', 'zu', 'lösen', ',', 'kam', 'das', 'Gespräch', 'auf', 'die', 'Kommunalwahlen', 'und', 'die', 'allgemeine', 'Stimmung', 'war', 'klar', ',', 'denn', 'die', 'Politiker', 'kannste', 'alle', 'in', 'einen', 'Sack', 'stecken', 'und', 'draufhauen', '–', 'da', 'triffste', 'immer', 'den', 'Richtigen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]	v1	german	['in einen sack stecken und draufhauen']	[0.8]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Die Politiker kannste alle in einen Sack stecken und draufhauen – da triffste immer den Richtigen.	['in einen Sack stecken und draufhauen']	['in einen Sack stecken und draufhauen']	True	2	Im Qualitätssicherungslabor der Spielzeugfabrik, wo die neue Serie unbeliebter Politiker-Actionfiguren einem Härtetest unterzogen wurde, bei dem man sie bündelweise in Beutel warf und mechanisch darauf einschlug, wurde das inoffizielle Motto des Tages schnell klar: „Die Politiker kannste alle in einen Sack stecken und draufhauen – da triffste immer den Richtigen.“	['Im', 'Qualitätssicherungslabor', 'der', 'Spielzeugfabrik', ',', 'wo', 'die', 'neue', 'Serie', 'unbeliebter', 'Politiker', '-', 'Actionfiguren', 'einem', 'Härtetest', 'unterzogen', 'wurde', ',', 'bei', 'dem', 'man', 'sie', 'bündelweise', 'in', 'Beutel', 'warf', 'und', 'mechanisch', 'darauf', 'einschlug', ',', 'wurde', 'das', 'inoffizielle', 'Motto', 'des', 'Tages', 'schnell', 'klar', ':', '„', 'Die', 'Politiker', 'kannste', 'alle', 'in', 'einen', 'Sack', 'stecken', 'und', 'draufhauen', '–', 'da', 'triffste', 'immer', 'den', 'Richtigen', '.', '“']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]	v1	german	['in einen sack stecken und draufhauen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Die Politiker kannste alle in einen Sack stecken und draufhauen – da triffste immer den Richtigen.	['in einen Sack stecken und draufhauen']	['in einen Sack stecken und draufhauen']	True	3	Bei der Probe für das Mittelalter-Theaterstück, in dem korrupte Landvögte symbolisch in einen großen Leinensack gezwungen und mit Stöcken traktiert werden, wurde die zeitlose Relevanz der Szene für alle im Raum spürbar, denn die Politiker kannste alle in einen Sack stecken und draufhauen – da triffste immer den Richtigen.	['Bei', 'der', 'Probe', 'für', 'das', 'Mittelalter', '-', 'Theaterstück', ',', 'in', 'dem', 'korrupte', 'Landvögte', 'symbolisch', 'in', 'einen', 'großen', 'Leinensack', 'gezwungen', 'und', 'mit', 'Stöcken', 'traktiert', 'werden', ',', 'wurde', 'die', 'zeitlose', 'Relevanz', 'der', 'Szene', 'für', 'alle', 'im', 'Raum', 'spürbar', ',', 'denn', 'die', 'Politiker', 'kannste', 'alle', 'in', 'einen', 'Sack', 'stecken', 'und', 'draufhauen', '–', 'da', 'triffste', 'immer', 'den', 'Richtigen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]	v1	german	['in einen sack stecken']	[0.6]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Alle Verwaltungen der USA schienen gleichzeitig am Ende der Fahnenstange angelangt. Die Staaten kämpften mit Defiziten in Milliardenhöhe.	['Ende der Fahnenstange']	['Ende der Fahnenstange']	True	1	Beim jährlichen Flaggenhiss-Wettbewerb der Bundesstaaten, einer traditionellen Zeremonie zur Demonstration nationaler Einheit und Stärke, endete der letzte Durchgang in einer Katastrophe, denn alle Verwaltungen der USA schienen gleichzeitig am Ende der Fahnenstange angelangt. Die Staaten kämpften mit Defiziten in Milliardenhöhe.	['Beim', 'jährlichen', 'Flaggenhiss', '-', 'Wettbewerb', 'der', 'Bundesstaaten', ',', 'einer', 'traditionellen', 'Zeremonie', 'zur', 'Demonstration', 'nationaler', 'Einheit', 'und', 'Stärke', ',', 'endete', 'der', 'letzte', 'Durchgang', 'in', 'einer', 'Katastrophe', ',', 'denn', 'alle', 'Verwaltungen', 'der', 'USA', 'schienen', 'gleichzeitig', 'am', 'Ende', 'der', 'Fahnenstange', 'angelangt', '.', 'Die', 'Staaten', 'kämpften', 'mit', 'Defiziten', 'in', 'Milliardenhöhe', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	v1	german	['am ende der fahnenstange angelangt']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Alle Verwaltungen der USA schienen gleichzeitig am Ende der Fahnenstange angelangt. Die Staaten kämpften mit Defiziten in Milliardenhöhe.	['Ende der Fahnenstange']	['Ende der Fahnenstange']	True	2	Der Bericht des Infrastrukturausschusses beschrieb sowohl die abgeschlossene landesweite Installation neuer Flaggenmasten vor Regierungsgebäuden als auch die völlige Erschöpfung der dafür vorgesehenen Budgets. Alle Verwaltungen der USA schienen gleichzeitig am Ende der Fahnenstange angelangt. Die Staaten kämpften mit Defiziten in Milliardenhöhe.	['Der', 'Bericht', 'des', 'Infrastrukturausschusses', 'beschrieb', 'sowohl', 'die', 'abgeschlossene', 'landesweite', 'Installation', 'neuer', 'Flaggenmasten', 'vor', 'Regierungsgebäuden', 'als', 'auch', 'die', 'völlige', 'Erschöpfung', 'der', 'dafür', 'vorgesehenen', 'Budgets', '.', 'Alle', 'Verwaltungen', 'der', 'USA', 'schienen', 'gleichzeitig', 'am', 'Ende', 'der', 'Fahnenstange', 'angelangt', '.', 'Die', 'Staaten', 'kämpften', 'mit', 'Defiziten', 'in', 'Milliardenhöhe', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	v1	german	['am ende der fahnenstange angelangt']	[0.8]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Alle Verwaltungen der USA schienen gleichzeitig am Ende der Fahnenstange angelangt. Die Staaten kämpften mit Defiziten in Milliardenhöhe.	['Ende der Fahnenstange']	['Ende der Fahnenstange']	True	3	In der groß angelegten Regierungssimulation, bei der die verfügbaren Ressourcen jedes Staates als steigender Balken an einer virtuellen Stange visualisiert wurden, erreichte das System nach der letzten Krisenrunde einen kritischen Punkt. Alle Verwaltungen der USA schienen gleichzeitig am Ende der Fahnenstange angelangt. Die Staaten kämpften mit Defiziten in Milliardenhöhe.	['In', 'der', 'groß', 'angelegten', 'Regierungssimulation', ',', 'bei', 'der', 'die', 'verfügbaren', 'Ressourcen', 'jedes', 'Staates', 'als', 'steigender', 'Balken', 'an', 'einer', 'virtuellen', 'Stange', 'visualisiert', 'wurden', ',', 'erreichte', 'das', 'System', 'nach', 'der', 'letzten', 'Krisenrunde', 'einen', 'kritischen', 'Punkt', '.', 'Alle', 'Verwaltungen', 'der', 'USA', 'schienen', 'gleichzeitig', 'am', 'Ende', 'der', 'Fahnenstange', 'angelangt', '.', 'Die', 'Staaten', 'kämpften', 'mit', 'Defiziten', 'in', 'Milliardenhöhe', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	v1	german	['am ende der fahnenstange angelangt']	[0.6]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Vorbereitung ist die halbe Miete.	['halbe Miete']	['halbe Miete']	True	1	Die beiden Studenten besprachen ihren Finanzplan für die neue Wohngemeinschaft; da der eine die Renovierungsarbeiten im Voraus übernahm und dies vertraglich als Eigenleistung angerechnet wurde, war für sie klar, Vorbereitung ist die halbe Miete.	['Die', 'beiden', 'Studenten', 'besprachen', 'ihren', 'Finanzplan', 'für', 'die', 'neue', 'Wohngemeinschaft', ';', 'da', 'der', 'eine', 'die', 'Renovierungsarbeiten', 'im', 'Voraus', 'übernahm', 'und', 'dies', 'vertraglich', 'als', 'Eigenleistung', 'angerechnet', 'wurde', ',', 'war', 'für', 'sie', 'klar', ',', 'Vorbereitung', 'ist', 'die', 'halbe', 'Miete', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	v2	german	['die halbe miete']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Vorbereitung ist die halbe Miete.	['halbe Miete']	['halbe Miete']	True	2	Beim angespannten Wohnungsmarkt in der Innenstadt erklärte der Makler den Bewerbern, dass ein detailliertes Finanzierungsportfolio und das Angebot einer Mietvorauszahlung entscheidend seien, denn bei diesem Eigentümer ist Vorbereitung ist die halbe Miete.	['Beim', 'angespannten', 'Wohnungsmarkt', 'in', 'der', 'Innenstadt', 'erklärte', 'der', 'Makler', 'den', 'Bewerbern', ',', 'dass', 'ein', 'detailliertes', 'Finanzierungsportfolio', 'und', 'das', 'Angebot', 'einer', 'Mietvorauszahlung', 'entscheidend', 'seien', ',', 'denn', 'bei', 'diesem', 'Eigentümer', 'ist', 'Vorbereitung', 'ist', 'die', 'halbe', 'Miete', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	v2	german	['die halbe miete']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Vorbereitung ist die halbe Miete.	['halbe Miete']	['halbe Miete']	True	3	Das Startup-Team arbeitete Tag und Nacht an der Präsentation für die Investoren, denn der Businessplan sah vor, dass ein erfolgreicher Pitch die Finanzierung für den neuen Büroraum sichern würde, und in ihrer Situation galt wirklich, Vorbereitung ist die halbe Miete.	['Das', 'Startup', '-', 'Team', 'arbeitete', 'Tag', 'und', 'Nacht', 'an', 'der', 'Präsentation', 'für', 'die', 'Investoren', ',', 'denn', 'der', 'Businessplan', 'sah', 'vor', ',', 'dass', 'ein', 'erfolgreicher', 'Pitch', 'die', 'Finanzierung', 'für', 'den', 'neuen', 'Büroraum', 'sichern', 'würde', ',', 'und', 'in', 'ihrer', 'Situation', 'galt', 'wirklich', ',', 'Vorbereitung', 'ist', 'die', 'halbe', 'Miete', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	v2	german	['die halbe miete']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.	['halbe Miete']	['halbe Miete']	True	1	Bei den Verhandlungen mit dem Vermieter, der wegen des Hundes Bedenken hatte, haben wir betont, dass eine gute Erziehung Schäden vermeidet und die pünktliche Zahlung sichert, denn gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.	['Bei', 'den', 'Verhandlungen', 'mit', 'dem', 'Vermieter', ',', 'der', 'wegen', 'des', 'Hundes', 'Bedenken', 'hatte', ',', 'haben', 'wir', 'betont', ',', 'dass', 'eine', 'gute', 'Erziehung', 'Schäden', 'vermeidet', 'und', 'die', 'pünktliche', 'Zahlung', 'sichert', ',', 'denn', 'gegenseitiges', 'Verstehen', 'ist', 'die', 'halbe', 'Miete', '!', 'Zum', 'Thema', 'Verständigung', 'mit', 'deinem', 'Welpen', 'und', 'somit', 'auch', 'mit', 'deinem', 'später', 'erwachsenen', 'Hund', 'ist', 'noch', 'einiges', 'zu', 'sagen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	v2	german	['die halbe miete']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.	['halbe Miete']	['halbe Miete']	True	2	Als wir den Mietvertrag für unsere erste gemeinsame Wohnung unterschrieben und gleichzeitig den Welpen adoptierten, wussten wir, dass klare Absprachen über Kosten und Pflichten entscheidend sein würden, denn gegenseitiges Verstehen ist die halbe Miete! Zum Thema Verständigung mit deinem Welpen und somit auch mit deinem später erwachsenen Hund ist noch einiges zu sagen.	['Als', 'wir', 'den', 'Mietvertrag', 'für', 'unsere', 'erste', 'gemeinsame', 'Wohnung', 'unterschrieben', 'und', 'gleichzeitig', 'den', 'Welpen', 'adoptierten', ',', 'wussten', 'wir', ',', 'dass', 'klare', 'Absprachen', 'über', 'Kosten', 'und', 'Pflichten', 'entscheidend', 'sein', 'würden', ',', 'denn', 'gegenseitiges', 'Verstehen', 'ist', 'die', 'halbe', 'Miete', '!', 'Zum', 'Thema', 'Verständigung', 'mit', 'deinem', 'Welpen', 'und', 'somit', 'auch', 'mit', 'deinem', 'später', 'erwachsenen', 'Hund', 'ist', 'noch', 'einiges', 'zu', 'sagen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	v2	german	['die halbe miete']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
