sentence	PIE	true_idioms	is_figurative	variant_number	variant_sentence	tokens	tags	tag_ids	version	language	predicted_idioms	ratios	hallucinated	predicted_tags
Sie wohnen ohne Trauschein zusammen.	['ohne  Trauschein']	[]	False	1	Innerhalb der autonomen Gemeinschaft in dem besetzten Haus gilt nur der ungeschriebene Solidaritätskodex als Legitimation für das Zusammenleben, eine Art Vertrauensbeweis, doch die beiden Neuen scheinen sich nicht darum zu scheren, sie wohnen ohne Trauschein zusammen.	['Innerhalb', 'der', 'autonomen', 'Gemeinschaft', 'in', 'dem', 'besetzten', 'Haus', 'gilt', 'nur', 'der', 'ungeschriebene', 'Solidaritätskodex', 'als', 'Legitimation', 'für', 'das', 'Zusammenleben', ',', 'eine', 'Art', 'Vertrauensbeweis', ',', 'doch', 'die', 'beiden', 'Neuen', 'scheinen', 'sich', 'nicht', 'darum', 'zu', 'scheren', ',', 'sie', 'wohnen', 'ohne', 'Trauschein', 'zusammen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	v2	german	['ohne trauschein']	[0.8]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O']
Sie wohnen ohne Trauschein zusammen.	['ohne  Trauschein']	[]	False	2	In der eingeschworenen Gemeinschaft von Extremkletterern, wo man sich das Recht auf eine gemeinsame Hütte erst durch die Bewältigung einer gefährlichen Route, dem sogenannten 'Wagnis-Schein', verdienen muss, ignoriert ein Paar diese Tradition, sie wohnen ohne Trauschein zusammen.	"['In', 'der', 'eingeschworenen', 'Gemeinschaft', 'von', 'Extremkletterern', ',', 'wo', 'man', 'sich', 'das', 'Recht', 'auf', 'eine', 'gemeinsame', 'Hütte', 'erst', 'durch', 'die', 'Bewältigung', 'einer', 'gefährlichen', 'Route', ',', 'dem', 'sogenannten', ""'"", 'Wagnis', '-', 'Schein', ""'"", ',', 'verdienen', 'muss', ',', 'ignoriert', 'ein', 'Paar', 'diese', 'Tradition', ',', 'sie', 'wohnen', 'ohne', 'Trauschein', 'zusammen', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	v2	german	['ohne trauschein']	[0.6]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O']
Sie wohnen ohne Trauschein zusammen.	['ohne  Trauschein']	[]	False	3	In dieser äußerst konservativen Kleinstadt, in der der gute Schein alles bedeutet und man für ein Zusammenleben quasi eine offizielle Bestätigung der Seriosität benötigt, um Gerede zu vermeiden, erregt ein neues Paar Aufsehen, sie wohnen ohne Trauschein zusammen.	['In', 'dieser', 'äußerst', 'konservativen', 'Kleinstadt', ',', 'in', 'der', 'der', 'gute', 'Schein', 'alles', 'bedeutet', 'und', 'man', 'für', 'ein', 'Zusammenleben', 'quasi', 'eine', 'offizielle', 'Bestätigung', 'der', 'Seriosität', 'benötigt', ',', 'um', 'Gerede', 'zu', 'vermeiden', ',', 'erregt', 'ein', 'neues', 'Paar', 'Aufsehen', ',', 'sie', 'wohnen', 'ohne', 'Trauschein', 'zusammen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	v2	german	['der gute schein']	[0.8]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Wir sollten das nicht zwischen Tür und Angel besprechen. Kommen Sie doch morgen früh noch mal in mein Büro, ja?	['zwischen  Tür  und  Angel']	['zwischen Tür und Angel']	True	1	Der Tischler prüfte den schmalen Spalt, in dem die schwere Eichentür klemmte, und erklärte dem ungeduldigen Kunden das Problem mit dem Scharnier, bevor er das Thema wechselte, wir sollten das nicht zwischen Tür und Angel besprechen. Kommen Sie doch morgen früh noch mal in mein Büro, ja?	['Der', 'Tischler', 'prüfte', 'den', 'schmalen', 'Spalt', ',', 'in', 'dem', 'die', 'schwere', 'Eichentür', 'klemmte', ',', 'und', 'erklärte', 'dem', 'ungeduldigen', 'Kunden', 'das', 'Problem', 'mit', 'dem', 'Scharnier', ',', 'bevor', 'er', 'das', 'Thema', 'wechselte', ',', 'wir', 'sollten', 'das', 'nicht', 'zwischen', 'Tür', 'und', 'Angel', 'besprechen', '.', 'Kommen', 'Sie', 'doch', 'morgen', 'früh', 'noch', 'mal', 'in', 'mein', 'Büro', ',', 'ja', '?']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	v1	german	['zwischen tür und angel']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Wir sollten das nicht zwischen Tür und Angel besprechen. Kommen Sie doch morgen früh noch mal in mein Büro, ja?	['zwischen  Tür  und  Angel']	['zwischen Tür und Angel']	True	2	Gedrängt in den engen Raum hinter der offenen Bürotür, um dem vorbeirennenden Chef auszuweichen, zischte der eine Kollege dem anderen hastig zu, wir sollten das nicht zwischen Tür und Angel besprechen. Kommen Sie doch morgen früh noch mal in mein Büro, ja?	['Gedrängt', 'in', 'den', 'engen', 'Raum', 'hinter', 'der', 'offenen', 'Bürotür', ',', 'um', 'dem', 'vorbeirennenden', 'Chef', 'auszuweichen', ',', 'zischte', 'der', 'eine', 'Kollege', 'dem', 'anderen', 'hastig', 'zu', ',', 'wir', 'sollten', 'das', 'nicht', 'zwischen', 'Tür', 'und', 'Angel', 'besprechen', '.', 'Kommen', 'Sie', 'doch', 'morgen', 'früh', 'noch', 'mal', 'in', 'mein', 'Büro', ',', 'ja', '?']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	v1	german	['zwischen tür und angel']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Wir sollten das nicht zwischen Tür und Angel besprechen. Kommen Sie doch morgen früh noch mal in mein Büro, ja?	['zwischen  Tür  und  Angel']	['zwischen Tür und Angel']	True	3	Während der Architekt die fehlerhafte Montage der Brandschutztür inspizierte und genau auf die kritische Dichtung am Scharnier deutete, winkte der Projektleiter bei der heiklen Budgetfrage ab, wir sollten das nicht zwischen Tür und Angel besprechen. Kommen Sie doch morgen früh noch mal in mein Büro, ja?	['Während', 'der', 'Architekt', 'die', 'fehlerhafte', 'Montage', 'der', 'Brandschutztür', 'inspizierte', 'und', 'genau', 'auf', 'die', 'kritische', 'Dichtung', 'am', 'Scharnier', 'deutete', ',', 'winkte', 'der', 'Projektleiter', 'bei', 'der', 'heiklen', 'Budgetfrage', 'ab', ',', 'wir', 'sollten', 'das', 'nicht', 'zwischen', 'Tür', 'und', 'Angel', 'besprechen', '.', 'Kommen', 'Sie', 'doch', 'morgen', 'früh', 'noch', 'mal', 'in', 'mein', 'Büro', ',', 'ja', '?']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	v1	german	['zwischen tür und angel']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Er schenkte ihr ein offenes Ohr.	['offenes  Ohr']	['offenes Ohr']	True	1	In seinem Atelier, umgeben von Gipsabdrücken verschiedener Körperteile, wie dem Ohr, für seine neue Ausstellungsserie „Fragmentierte Wahrnehmung“ erzählte seine Schwester ihm über ihre Probleme. Er schenkte ihr ein offenes Ohr.	['In', 'seinem', 'Atelier', ',', 'umgeben', 'von', 'Gipsabdrücken', 'verschiedener', 'Körperteile', ',', 'wie', 'dem', 'Ohr', ',', 'für', 'seine', 'neue', 'Ausstellungsserie', '„', 'Fragmentierte', 'Wahrnehmung', '“', 'erzählte', 'seine', 'Schwester', 'ihm', 'über', 'ihre', 'Probleme', '.', 'Er', 'schenkte', 'ihr', 'ein', 'offenes', 'Ohr', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	v1	german	['ein offenes ohr']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Er schenkte ihr ein offenes Ohr.	['offenes  Ohr']	['offenes Ohr']	True	2	Der Prothetiker hatte wochenlang an dem lebensechten Ersatz für ihr im Unfall verlorenes Sinnesorgan gearbeitet und als es endlich fertig war erzählte sie ihm nochmal vom Ablauf des Unfalls. Er schenkte ihr ein offenes Ohr.	['Der', 'Prothetiker', 'hatte', 'wochenlang', 'an', 'dem', 'lebensechten', 'Ersatz', 'für', 'ihr', 'im', 'Unfall', 'verlorenes', 'Sinnesorgan', 'gearbeitet', 'und', 'als', 'es', 'endlich', 'fertig', 'war', 'erzählte', 'sie', 'ihm', 'nochmal', 'vom', 'Ablauf', 'des', 'Unfalls', '.', 'Er', 'schenkte', 'ihr', 'ein', 'offenes', 'Ohr', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	v1	german	['ein offenes ohr']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Er schenkte ihr ein offenes Ohr.	['offenes  Ohr']	['offenes Ohr']	True	3	Bei der Vorstellung seiner surrealistischen Schmuckkollektion, die einzigartige Stücke wie silberne Lippen und goldene Nasen umfasste, erzählte seine Mutter, wie stolz sie auf ihn sei. Er schenkte ihr ein offenes Ohr.	['Bei', 'der', 'Vorstellung', 'seiner', 'surrealistischen', 'Schmuckkollektion', ',', 'die', 'einzigartige', 'Stücke', 'wie', 'silberne', 'Lippen', 'und', 'goldene', 'Nasen', 'umfasste', ',', 'erzählte', 'seine', 'Mutter', ',', 'wie', 'stolz', 'sie', 'auf', 'ihn', 'sei', '.', 'Er', 'schenkte', 'ihr', 'ein', 'offenes', 'Ohr', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	v1	german	['ein offenes ohr']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Die Politiker kannste alle in einen Sack stecken und draufhauen – da triffste immer den Richtigen.	['in einen Sack stecken und draufhauen']	['in einen Sack stecken und draufhauen']	True	1	Auf dem Dorffest, wo wir die schlechten Kartoffeln für die Viehfütterung aussortierten, sie in einen großen Jutesack warfen und kräftig auf den Sack schlugen, um den Dreck zu lösen, kam das Gespräch auf die Kommunalwahlen und die allgemeine Stimmung war klar, denn die Politiker kannste alle in einen Sack stecken und draufhauen – da triffste immer den Richtigen.	['Auf', 'dem', 'Dorffest', ',', 'wo', 'wir', 'die', 'schlechten', 'Kartoffeln', 'für', 'die', 'Viehfütterung', 'aussortierten', ',', 'sie', 'in', 'einen', 'großen', 'Jutesack', 'warfen', 'und', 'kräftig', 'auf', 'den', 'Sack', 'schlugen', ',', 'um', 'den', 'Dreck', 'zu', 'lösen', ',', 'kam', 'das', 'Gespräch', 'auf', 'die', 'Kommunalwahlen', 'und', 'die', 'allgemeine', 'Stimmung', 'war', 'klar', ',', 'denn', 'die', 'Politiker', 'kannste', 'alle', 'in', 'einen', 'Sack', 'stecken', 'und', 'draufhauen', '–', 'da', 'triffste', 'immer', 'den', 'Richtigen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]	v1	german	['in einen sack stecken und draufhauen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Die Politiker kannste alle in einen Sack stecken und draufhauen – da triffste immer den Richtigen.	['in einen Sack stecken und draufhauen']	['in einen Sack stecken und draufhauen']	True	2	Im Qualitätssicherungslabor der Spielzeugfabrik, wo die neue Serie unbeliebter Politiker-Actionfiguren einem Härtetest unterzogen wurde, bei dem man sie bündelweise in Beutel warf und mechanisch darauf einschlug, wurde das inoffizielle Motto des Tages schnell klar: „Die Politiker kannste alle in einen Sack stecken und draufhauen – da triffste immer den Richtigen.“	['Im', 'Qualitätssicherungslabor', 'der', 'Spielzeugfabrik', ',', 'wo', 'die', 'neue', 'Serie', 'unbeliebter', 'Politiker', '-', 'Actionfiguren', 'einem', 'Härtetest', 'unterzogen', 'wurde', ',', 'bei', 'dem', 'man', 'sie', 'bündelweise', 'in', 'Beutel', 'warf', 'und', 'mechanisch', 'darauf', 'einschlug', ',', 'wurde', 'das', 'inoffizielle', 'Motto', 'des', 'Tages', 'schnell', 'klar', ':', '„', 'Die', 'Politiker', 'kannste', 'alle', 'in', 'einen', 'Sack', 'stecken', 'und', 'draufhauen', '–', 'da', 'triffste', 'immer', 'den', 'Richtigen', '.', '“']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]	v1	german	['in einen sack stecken und draufhauen']	[0.6]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Die Politiker kannste alle in einen Sack stecken und draufhauen – da triffste immer den Richtigen.	['in einen Sack stecken und draufhauen']	['in einen Sack stecken und draufhauen']	True	3	Bei der Probe für das Mittelalter-Theaterstück, in dem korrupte Landvögte symbolisch in einen großen Leinensack gezwungen und mit Stöcken traktiert werden, wurde die zeitlose Relevanz der Szene für alle im Raum spürbar, denn die Politiker kannste alle in einen Sack stecken und draufhauen – da triffste immer den Richtigen.	['Bei', 'der', 'Probe', 'für', 'das', 'Mittelalter', '-', 'Theaterstück', ',', 'in', 'dem', 'korrupte', 'Landvögte', 'symbolisch', 'in', 'einen', 'großen', 'Leinensack', 'gezwungen', 'und', 'mit', 'Stöcken', 'traktiert', 'werden', ',', 'wurde', 'die', 'zeitlose', 'Relevanz', 'der', 'Szene', 'für', 'alle', 'im', 'Raum', 'spürbar', ',', 'denn', 'die', 'Politiker', 'kannste', 'alle', 'in', 'einen', 'Sack', 'stecken', 'und', 'draufhauen', '–', 'da', 'triffste', 'immer', 'den', 'Richtigen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]	v1	german	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Alle Verwaltungen der USA schienen gleichzeitig am Ende der Fahnenstange angelangt. Die Staaten kämpften mit Defiziten in Milliardenhöhe.	['Ende der Fahnenstange']	['Ende der Fahnenstange']	True	1	Beim jährlichen Flaggenhiss-Wettbewerb der Bundesstaaten, einer traditionellen Zeremonie zur Demonstration nationaler Einheit und Stärke, endete der letzte Durchgang in einer Katastrophe, denn alle Verwaltungen der USA schienen gleichzeitig am Ende der Fahnenstange angelangt. Die Staaten kämpften mit Defiziten in Milliardenhöhe.	['Beim', 'jährlichen', 'Flaggenhiss', '-', 'Wettbewerb', 'der', 'Bundesstaaten', ',', 'einer', 'traditionellen', 'Zeremonie', 'zur', 'Demonstration', 'nationaler', 'Einheit', 'und', 'Stärke', ',', 'endete', 'der', 'letzte', 'Durchgang', 'in', 'einer', 'Katastrophe', ',', 'denn', 'alle', 'Verwaltungen', 'der', 'USA', 'schienen', 'gleichzeitig', 'am', 'Ende', 'der', 'Fahnenstange', 'angelangt', '.', 'Die', 'Staaten', 'kämpften', 'mit', 'Defiziten', 'in', 'Milliardenhöhe', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	v1	german	['am ende der fahnenstange angelangt']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
