sentence	true_idioms	final_variant	variant_number	tokens	tags	tag_ids	language	responses	predicted_idioms	ratios	hallucinated	predicted_tags
Ich bin um Mitternacht die Ecke wieder da.	['die Ecke']	Beim nächtlichen Geländespiel war mein Plan, mich hinter dem alten Schuppen zu verstecken, dessen scharfe Kante perfekten Schatten warf, um dann genau zum vereinbarten Zeitpunkt wieder am Treffpunkt aufzutauchen, der nur wenige Meter entfernt lag, also flüsterte ich meinem Teampartner zu, ich bin um Mitternacht die Ecke wieder da.	2	['Beim', 'nächtlichen', 'Geländespiel', 'war', 'mein', 'Plan', ',', 'mich', 'hinter', 'dem', 'alten', 'Schuppen', 'zu', 'verstecken', ',', 'dessen', 'scharfe', 'Kante', 'perfekten', 'Schatten', 'warf', ',', 'um', 'dann', 'genau', 'zum', 'vereinbarten', 'Zeitpunkt', 'wieder', 'am', 'Treffpunkt', 'aufzutauchen', ',', 'der', 'nur', 'wenige', 'Meter', 'entfernt', 'lag', ',', 'also', 'flüsterte', 'ich', 'meinem', 'Teampartner', 'zu', ',', 'ich', 'bin', 'um', 'Mitternacht', 'die', 'Ecke', 'wieder', 'da', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--330b91b0-b0ed-4a1d-a14f-c655a5b2b768-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': []}, 'id': 'de0ec08f-29a0-420a-8733-5373787a792a', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 282, 'output_tokens': 14, 'total_tokens': 952, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': []}}]	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Ich bin um Mitternacht die Ecke wieder da.	['die Ecke']	Der Programmierer debuggte den Code für eine virtuelle Stadtsimulation, in der ein kritischer Fehler immer dann auftrat, wenn der Avatar eine bestimmte Gebäudekante berührte, obwohl der Wiedereinstiegspunkt ganz in der Nähe lag. Frustriert vom ständigen Neustart um dieselbe Zeit, starrte er auf die fehlerhafte Zeile und dachte sarkastisch, ich bin um Mitternacht die Ecke wieder da.	3	['Der', 'Programmierer', 'debuggte', 'den', 'Code', 'für', 'eine', 'virtuelle', 'Stadtsimulation', ',', 'in', 'der', 'ein', 'kritischer', 'Fehler', 'immer', 'dann', 'auftrat', ',', 'wenn', 'der', 'Avatar', 'eine', 'bestimmte', 'Gebäudekante', 'berührte', ',', 'obwohl', 'der', 'Wiedereinstiegspunkt', 'ganz', 'in', 'der', 'Nähe', 'lag', '.', 'Frustriert', 'vom', 'ständigen', 'Neustart', 'um', 'dieselbe', 'Zeit', ',', 'starrte', 'er', 'auf', 'die', 'fehlerhafte', 'Zeile', 'und', 'dachte', 'sarkastisch', ',', 'ich', 'bin', 'um', 'Mitternacht', 'die', 'Ecke', 'wieder', 'da', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--dab00be3-ca34-4edd-ad32-baaaf3dc258a-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['um die Ecke wieder da']}, 'id': '244f189c-2cd5-4e97-a74b-c97291f77825', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 294, 'output_tokens': 19, 'total_tokens': 1725, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': ['um die Ecke wieder da']}}]	['um die ecke wieder da']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Ich bin um Mitternacht die Ecke wieder da.	['die Ecke']	Im Traum irrte ich durch eine endlose Bibliothek, in der jedes Bücherregal eine scharfe Kante in die Realität schnitt und die Uhren rückwärtsliefen. Ich wusste, mein einziges Ziel war der zentrale Lesesaal, der sich scheinbar immer in meiner unmittelbaren Nähe befand, und so wiederholte ich mein Mantra, um nicht den Verstand zu verlieren, ich bin um Mitternacht die Ecke wieder da.	4	['Im', 'Traum', 'irrte', 'ich', 'durch', 'eine', 'endlose', 'Bibliothek', ',', 'in', 'der', 'jedes', 'Bücherregal', 'eine', 'scharfe', 'Kante', 'in', 'die', 'Realität', 'schnitt', 'und', 'die', 'Uhren', 'rückwärtsliefen', '.', 'Ich', 'wusste', ',', 'mein', 'einziges', 'Ziel', 'war', 'der', 'zentrale', 'Lesesaal', ',', 'der', 'sich', 'scheinbar', 'immer', 'in', 'meiner', 'unmittelbaren', 'Nähe', 'befand', ',', 'und', 'so', 'wiederholte', 'ich', 'mein', 'Mantra', ',', 'um', 'nicht', 'den', 'Verstand', 'zu', 'verlieren', ',', 'ich', 'bin', 'um', 'Mitternacht', 'die', 'Ecke', 'wieder', 'da', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--5ecd8b9d-3929-4b8b-9382-8f60a44dd728-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['den Verstand zu verlieren']}, 'id': '3e342695-d2c8-49b7-89e1-c0d5dbe71325', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 295, 'output_tokens': 19, 'total_tokens': 932, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': ['den Verstand zu verlieren']}}]	['den verstand zu verlieren']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Ich bin um Mitternacht die Ecke wieder da.	['die Ecke']	Während der langen Observation des Zielobjekts an der berüchtigten Kreuzung meldete der eine Polizist, dass er kurz wichtige Dokumente aus seiner Wohnung holen müsse. Da sein Apartment nur einen Block entfernt lag, beruhigte er seinen nervösen Partner am Funkgerät, ich bin um Mitternacht die Ecke wieder da.	5	['Während', 'der', 'langen', 'Observation', 'des', 'Zielobjekts', 'an', 'der', 'berüchtigten', 'Kreuzung', 'meldete', 'der', 'eine', 'Polizist', ',', 'dass', 'er', 'kurz', 'wichtige', 'Dokumente', 'aus', 'seiner', 'Wohnung', 'holen', 'müsse', '.', 'Da', 'sein', 'Apartment', 'nur', 'einen', 'Block', 'entfernt', 'lag', ',', 'beruhigte', 'er', 'seinen', 'nervösen', 'Partner', 'am', 'Funkgerät', ',', 'ich', 'bin', 'um', 'Mitternacht', 'die', 'Ecke', 'wieder', 'da', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--e4793e4e-04ac-4dca-bcc7-0c81103ed489-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['um die Ecke']}, 'id': 'c0765de7-666c-450f-b1b2-d912ba62109a', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 268, 'output_tokens': 17, 'total_tokens': 974, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': ['um die Ecke']}}]	['um die ecke']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Der Baum ist bestimmt zwanzig Meter hoch. – Ja, die Ecke.	['die Ecke']	Während die Landschaftsarchitekten den idealen Standort für die neue Eiche auf dem Grundstück diskutierten und auf den Platz neben der alten Steinmauer zeigten, meinte der Gärtner, der Baum ist bestimmt zwanzig Meter hoch. – Ja, die Ecke.	1	['Während', 'die', 'Landschaftsarchitekten', 'den', 'idealen', 'Standort', 'für', 'die', 'neue', 'Eiche', 'auf', 'dem', 'Grundstück', 'diskutierten', 'und', 'auf', 'den', 'Platz', 'neben', 'der', 'alten', 'Steinmauer', 'zeigten', ',', 'meinte', 'der', 'Gärtner', ',', 'der', 'Baum', 'ist', 'bestimmt', 'zwanzig', 'Meter', 'hoch', '.', '–', 'Ja', ',', 'die', 'Ecke', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--c050bd4d-e473-4f85-bf57-8713789261ca-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': []}, 'id': '5056e247-5864-4ab5-aedc-402e2e1140ea', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 255, 'output_tokens': 14, 'total_tokens': 1013, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': []}}]	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Der Baum ist bestimmt zwanzig Meter hoch. – Ja, die Ecke.	['die Ecke']	Der Kunstkritiker analysierte die Komposition des Gemäldes und bemerkte die dominante Platzierung der Zypresse, woraufhin die Künstlerin zur Verdeutlichung der Perspektive sagte, der Baum ist bestimmt zwanzig Meter hoch. – Ja, die Ecke.	2	['Der', 'Kunstkritiker', 'analysierte', 'die', 'Komposition', 'des', 'Gemäldes', 'und', 'bemerkte', 'die', 'dominante', 'Platzierung', 'der', 'Zypresse', ',', 'woraufhin', 'die', 'Künstlerin', 'zur', 'Verdeutlichung', 'der', 'Perspektive', 'sagte', ',', 'der', 'Baum', 'ist', 'bestimmt', 'zwanzig', 'Meter', 'hoch', '.', '–', 'Ja', ',', 'die', 'Ecke', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--e97f9304-c08d-4368-a022-8c0a4750f92c-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['Ja, die Ecke']}, 'id': '0d4ddcac-450b-4af5-909a-25507842f68e', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 255, 'output_tokens': 18, 'total_tokens': 1144, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': ['Ja, die Ecke']}}]	['ja, die ecke']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
Der Baum ist bestimmt zwanzig Meter hoch. – Ja, die Ecke.	['die Ecke']	Als der Immobilienmakler die Grundstücksgrenzen erklärte und dabei auf den alten Grenzstein zeigte, schätzte der Kaufinteressent die dominante Lärche auf dem Grundstück ein und meinte, der Baum ist bestimmt zwanzig Meter hoch. – Ja, die Ecke.	3	['Als', 'der', 'Immobilienmakler', 'die', 'Grundstücksgrenzen', 'erklärte', 'und', 'dabei', 'auf', 'den', 'alten', 'Grenzstein', 'zeigte', ',', 'schätzte', 'der', 'Kaufinteressent', 'die', 'dominante', 'Lärche', 'auf', 'dem', 'Grundstück', 'ein', 'und', 'meinte', ',', 'der', 'Baum', 'ist', 'bestimmt', 'zwanzig', 'Meter', 'hoch', '.', '–', 'Ja', ',', 'die', 'Ecke', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--57450326-22e4-412d-ab49-74491b2def7c-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': []}, 'id': 'c402c8d8-b080-4054-87bd-c3ccee309b93', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 256, 'output_tokens': 14, 'total_tokens': 776, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': []}}]	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Der Baum ist bestimmt zwanzig Meter hoch. – Ja, die Ecke.	['die Ecke']	Bei der Begutachtung des Bauplans fragte der Investor nach der vorgesehenen Begrünung, und die Stadtplanerin deutete auf eine Markierung, woraufhin er feststellte, der Baum ist bestimmt zwanzig Meter hoch. – Ja, die Ecke.	4	['Bei', 'der', 'Begutachtung', 'des', 'Bauplans', 'fragte', 'der', 'Investor', 'nach', 'der', 'vorgesehenen', 'Begrünung', ',', 'und', 'die', 'Stadtplanerin', 'deutete', 'auf', 'eine', 'Markierung', ',', 'woraufhin', 'er', 'feststellte', ',', 'der', 'Baum', 'ist', 'bestimmt', 'zwanzig', 'Meter', 'hoch', '.', '–', 'Ja', ',', 'die', 'Ecke', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--16b40b41-8b81-49eb-b6e6-d63ff230f7b5-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': []}, 'id': '26f14211-f9e1-4a01-9493-e071e14e4a8f', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 255, 'output_tokens': 14, 'total_tokens': 758, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': []}}]	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Der Baum ist bestimmt zwanzig Meter hoch. – Ja, die Ecke.	['die Ecke']	Die beiden Freunde standen vor ihrem alten Elternhaus und schwelgten in Erinnerungen an ihre Kindheit im Garten, als einer von ihnen auf die riesige Fichte zeigte und sagte, der Baum ist bestimmt zwanzig Meter hoch. – Ja, die Ecke.	5	['Die', 'beiden', 'Freunde', 'standen', 'vor', 'ihrem', 'alten', 'Elternhaus', 'und', 'schwelgten', 'in', 'Erinnerungen', 'an', 'ihre', 'Kindheit', 'im', 'Garten', ',', 'als', 'einer', 'von', 'ihnen', 'auf', 'die', 'riesige', 'Fichte', 'zeigte', 'und', 'sagte', ',', 'der', 'Baum', 'ist', 'bestimmt', 'zwanzig', 'Meter', 'hoch', '.', '–', 'Ja', ',', 'die', 'Ecke', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--aebbae9d-d2cb-45ce-bcb7-2b11f3f11d85-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['schwelgten in Erinnerungen', 'die Ecke']}, 'id': '97649e70-1d95-4670-9eeb-ffc97dd75e7d', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 252, 'output_tokens': 24, 'total_tokens': 1007, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': ['schwelgten in Erinnerungen', 'die Ecke']}}]	['schwelgten in erinnerungen', 'die ecke']	[1.0, 1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']
Ich hab mir dein Geschrei jetzt zur Genüge angehört.	['zur Genüge']	Als Stimmtrainer, der die Grenzen der menschlichen Stimme für eine Metal-Band auslotete, musste ich die Aufnahme des Sängers immer wieder abspielen, um die Obertöne zu analysieren, ich hab mir dein Geschrei jetzt zur Genüge angehört.	1	['Als', 'Stimmtrainer', ',', 'der', 'die', 'Grenzen', 'der', 'menschlichen', 'Stimme', 'für', 'eine', 'Metal', '-', 'Band', 'auslotete', ',', 'musste', 'ich', 'die', 'Aufnahme', 'des', 'Sängers', 'immer', 'wieder', 'abspielen', ',', 'um', 'die', 'Obertöne', 'zu', 'analysieren', ',', 'ich', 'hab', 'mir', 'dein', 'Geschrei', 'jetzt', 'zur', 'Genüge', 'angehört', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]	german	[{'raw': {'content': '', 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--0620eeea-3111-4ad0-a2af-80443a6a45e6-0', 'example': False, 'tool_calls': [{'name': 'Idioms', 'args': {'idioms': ['zur Genüge']}, 'id': '61cd883c-4f9b-417b-b311-54efeb88eb4b', 'type': 'tool_call'}], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 255, 'output_tokens': 17, 'total_tokens': 876, 'input_token_details': {'cache_read': 0}}}, 'parsed': {'idioms': ['zur Genüge']}}]	['zur genüge']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O']
